Date	Plot	Section	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Field_remarks	General_remarks
2001-06-18	Cas3	D	0	0	0	-9999	NA	No remarks	No remarks
2001-06-18	Cas1	C	0	0	0	-9999	NA	No remarks	No remarks
2001-06-18	Cas1	D	0	0	0	-9999	NA	No remarks	No remarks
2001-06-18	Cas3	A	0	0	0	-9999	NA	No remarks	No remarks
2001-06-18	Cas3	B	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas1	C	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas1	D	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas2	A	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas2	B	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas1	A	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas1	B	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas2	C	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas2	D	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas3	A	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas3	B	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas4	C	0	0	0	-9999	NA	Much water in plot	No remarks
2001-06-24	Cas4	D	0	0	0	-9999	NA	Much water in plot	No remarks
2001-06-24	Cas3	C	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas3	D	0	0	0	-9999	NA	No remarks	No remarks
2001-06-24	Cas4	A	0	0	0	-9999	NA	Much water in plot	No remarks
2001-06-24	Cas4	B	0	0	0	-9999	NA	Much water in plot	No remarks
2001-07-01	Cas1	A	42	8	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas1	B	39	11	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas1	C	38	12	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas2	D	12	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas3	A	15	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas3	B	7	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas3	C	5	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas4	D	3	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas1	D	48	2	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas2	A	20	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas2	B	35	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas2	C	15	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas3	D	6	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas4	A	0	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas4	B	0	0	0	-9999	NA	No remarks	No remarks
2001-07-01	Cas4	C	0	0	0	-9999	NA	No remarks	No remarks
2001-07-05	Cas5	A	-9999	-9999	-9999	510	TOTALCOUNT	No remarks	No remarks
2001-07-05	Cas5	B	-9999	-9999	-9999	733	TOTALCOUNT	No remarks	No remarks
2001-07-05	Cas5	C	-9999	-9999	-9999	847	TOTALCOUNT	No remarks	No remarks
2001-07-05	Cas5	D	-9999	-9999	-9999	1124	TOTALCOUNT	No remarks	No remarks
2001-07-08	Cas1	D	10	40	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas2	A	49	1	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas2	B	49	1	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas2	C	40	10	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas2	D	45	5	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas4	A	10	0	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas4	B	17	0	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas4	C	29	0	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas4	D	37	1	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas1	A	3	47	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas1	B	5	45	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas1	C	1	49	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas3	A	41	9	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas3	B	41	9	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas3	C	47	3	0	-9999	NA	No remarks	No remarks
2001-07-08	Cas3	D	45	5	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas1	C	-9999	-9999	-9999	448	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas1	C	0	40	10	-9999	NA	No remarks	No remarks
2001-07-15	Cas1	D	-9999	-9999	-9999	228	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas1	D	1	43	6	-9999	NA	No remarks	No remarks
2001-07-15	Cas1	A	-9999	-9999	-9999	445	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas1	A	1	49	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas1	B	-9999	-9999	-9999	590	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas1	B	0	42	8	-9999	NA	No remarks	No remarks
2001-07-15	Cas2	A	-9999	-9999	-9999	344	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas2	A	7	43	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas2	B	-9999	-9999	-9999	410	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas2	B	8	42	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas2	C	-9999	-9999	-9999	324	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas3	A	1	49	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas3	B	-9999	-9999	-9999	175	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas2	C	0	50	0	-9999	Na	No remarks	No remarks
2001-07-15	Cas2	D	-9999	-9999	-9999	275	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas2	D	2	48	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas3	A	-9999	-9999	-9999	213	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas3	C	0	50	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas3	D	-9999	-9999	-9999	109	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas3	D	1	49	0	-9999	Na	No remarks	No remarks
2001-07-15	Cas4	A	10	0	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas3	B	2	48	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas3	C	-9999	-9999	-9999	274	TOTALCOUNT	No remarks	No remarks
2001-07-15	Cas4	B	17	0	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas4	C	29	0	0	-9999	NA	No remarks	No remarks
2001-07-15	Cas4	D	37	1	0	-9999	NA	No remarks	No remarks
2001-07-22	Cas1	B	0	24	26	-9999	NA	No remarks	No remarks
2001-07-22	Cas1	C	0	27	33	-9999	NA	No remarks	No remarks
2001-07-22	Cas1	D	0	37	13	-9999	NA	No remarks	No remarks
2001-07-22	Cas2	A	0	36	14	-9999	NA	No remarks	No remarks
2001-07-22	Cas3	C	0	29	21	-9999	NA	No remarks	No remarks
2001-07-22	Cas3	D	0	45	5	-9999	NA	No remarks	No remarks
2001-07-22	Cas4	A	5	45	0	-9999	NA	No remarks	No remarks
2001-07-22	Cas4	B	0	50	0	-9999	NA	No remarks	No remarks
2001-07-22	Cas1	A	0	30	20	-9999	NA	No remarks	No remarks
2001-07-22	Cas2	B	0	46	4	-9999	NA	No remarks	No remarks
2001-07-22	Cas2	C	0	45	5	-9999	NA	No remarks	No remarks
2001-07-22	Cas2	D	0	46	4	-9999	NA	No remarks	No remarks
2001-07-22	Cas3	A	0	23	27	-9999	NA	No remarks	No remarks
2001-07-22	Cas3	B	0	42	8	-9999	NA	No remarks	No remarks
2001-07-22	Cas4	C	0	50	0	-9999	NA	No remarks	No remarks
2001-07-22	Cas4	D	0	50	0	-9999	NA	No remarks	No remarks
2001-07-29	Cas1	C	0	5	45	-9999	NA	No remarks	No remarks
2001-07-29	Cas1	D	0	1	49	-9999	NA	No remarks	No remarks
2001-07-29	Cas2	A	0	9	41	-9999	NA	No remarks	No remarks
2001-07-29	Cas2	B	0	7	43	-9999	NA	No remarks	No remarks
2001-07-29	Cas3	C	0	6	44	-9999	NA	No remarks	No remarks
2001-07-29	Cas3	D	0	1	49	-9999	NA	No remarks	No remarks
2001-07-29	Cas4	A	-9999	-9999	-9999	84	TOTALCOUNT	No remarks	No remarks
2001-07-29	Cas4	A	0	21	39	-9999	NA	No remarks	No remarks
2001-07-29	Cas4	B	-9999	-9999	-9999	92	TOTALCOUNT	No remarks	No remarks
2001-07-29	Cas4	D	0	32	18	-9999	NA	No remarks	No remarks
2001-07-29	Cas1	A	0	3	47	-9999	NA	No remarks	No remarks
2001-07-29	Cas1	B	0	2	48	-9999	NA	No remarks	No remarks
2001-07-29	Cas2	C	0	12	38	-9999	NA	No remarks	No remarks
2001-07-29	Cas2	D	0	22	38	-9999	NA	No remarks	No remarks
2001-07-29	Cas3	A	0	13	37	-9999	NA	No remarks	No remarks
2001-07-29	Cas3	B	0	12	38	-9999	NA	No remarks	No remarks
2001-07-29	Cas4	B	0	23	27	-9999	NA	No remarks	No remarks
2001-07-29	Cas4	C	-9999	-9999	-9999	234	TOTALCOUNT	No remarks	No remarks
2001-07-29	Cas4	C	0	35	15	-9999	NA	No remarks	No remarks
2001-07-29	Cas4	D	-9999	-9999	-9999	168	TOTALCOUNT	No remarks	No remarks
2001-07-31	Cas6	A	-9999	-9999	-9999	91	TOTALCOUNT	No remarks	No remarks
2001-07-31	Cas6	B	-9999	-9999	-9999	137	TOTALCOUNT	No remarks	No remarks
2001-07-31	Cas6	C	-9999	-9999	-9999	129	TOTALCOUNT	No remarks	No remarks
2001-07-31	Cas6	D	-9999	-9999	-9999	187	TOTALCOUNT	No remarks	No remarks
2001-08-05	Cas1	D	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas2	A	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas1	A	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas1	B	0	1	49	-9999	NA	No remarks	No remarks
2001-08-05	Cas1	C	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas2	D	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas3	A	0	6	44	-9999	NA	No remarks	No remarks
2001-08-05	Cas3	B	0	4	46	-9999	NA	No remarks	No remarks
2001-08-05	Cas3	C	0	2	48	-9999	NA	No remarks	No remarks
2001-08-05	Cas4	C	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas2	B	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas2	C	0	1	49	-9999	NA	No remarks	No remarks
2001-08-05	Cas3	D	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas4	A	0	1	49	-9999	NA	No remarks	No remarks
2001-08-05	Cas4	A	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas4	B	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas4	B	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas4	C	0	0	50	-9999	NA	No remarks	No remarks
2001-08-05	Cas4	D	0	2	48	-9999	NA	No remarks	No remarks
2001-08-05	Cas4	D	0	0	50	-9999	NA	No remarks	No remarks
2001-08-12	Cas2	A	0	0	50	-9999	NA	No remarks	No remarks
2001-08-12	Cas2	B	0	0	50	-9999	NA	No remarks	No remarks
2001-08-12	Cas2	C	0	0	50	-9999	NA	No remarks	No remarks
2001-08-12	Cas2	D	0	0	50	-9999	NA	No remarks	No remarks
2001-08-12	Cas3	A	0	1	49	-9999	NA	No remarks	No remarks
2001-08-12	Cas3	B	0	0	50	-9999	NA	No remarks	No remarks
2001-08-12	Cas3	C	0	0	50	-9999	NA	No remarks	No remarks
2001-08-12	Cas3	D	0	0	50	-9999	NA	No remarks	No remarks
2001-08-19	Cas2	A	0	0	50	-9999	NA	No remarks	No remarks
2001-08-19	Cas2	B	0	0	50	-9999	NA	No remarks	No remarks
2001-08-19	Cas2	C	0	0	50	-9999	NA	No remarks	No remarks
2001-08-19	Cas2	D	0	0	50	-9999	NA	No remarks	No remarks
2001-08-19	Cas3	A	0	0	50	-9999	NA	No remarks	No remarks
2001-08-19	Cas3	B	0	0	50	-9999	NA	No remarks	No remarks
2001-08-19	Cas3	C	0	0	50	-9999	NA	No remarks	No remarks
2001-08-19	Cas3	D	0	0	50	-9999	NA	No remarks	No remarks
2002-06-17	Cas1	A	0	0	0	-9999	NA	No remarks	No remarks
2002-06-17	Cas1	B	0	0	0	-9999	NA	No remarks	No remarks
2002-06-17	Cas1	C	0	0	0	-9999	NA	No remarks	No remarks
2002-06-17	Cas1	D	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas1	A	50	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas2	B	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas2	C	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas2	D	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas3	A	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas4	B	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas4	C	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas4	D	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas1	B	50	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas1	C	50	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas1	D	50	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas2	A	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas3	B	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas3	C	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas3	D	0	0	0	-9999	NA	No remarks	No remarks
2002-06-24	Cas4	A	0	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas1	A	49	1	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas2	C	23	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas2	D	30	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas3	A	50	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas3	B	41	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas4	C	1	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas1	B	22	28	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas1	C	40	10	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas1	D	29	21	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas2	A	50	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas2	B	50	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas3	C	34	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas3	D	18	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas4	A	2	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas4	B	3	0	0	-9999	NA	No remarks	No remarks
2002-07-01	Cas4	D	15	0	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas1	C	2	48	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas1	D	0	50	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas2	A	36	14	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas2	B	31	19	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas3	C	32	18	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas3	D	22	24	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas4	A	5	6	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas4	B	2	4	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas4	C	8	11	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas1	A	12	38	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas1	B	4	46	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas2	C	21	29	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas2	D	2	48	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas3	A	31	19	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas3	B	33	17	0	-9999	NA	No remarks	No remarks
2002-07-08	Cas4	D	21	29	0	-9999	NA	No remarks	No remarks
2002-07-09	Cas5	D	-9999	-9999	-9999	977	TOTALCOUNT	No remarks	No remarks
2002-07-09	Cas5	A	-9999	-9999	-9999	791	TOTALCOUNT	No remarks	No remarks
2002-07-09	Cas5	B	-9999	-9999	-9999	808	TOTALCOUNT	No remarks	No remarks
2002-07-09	Cas5	C	-9999	-9999	-9999	632	TOTALCOUNT	No remarks	No remarks
2002-07-10	Cas1	A	-9999	-9999	-9999	507	TOTALCOUNT	41 flowers eaten, probably by lemmings; burrow in use 2 m away	No remarks
2002-07-10	Cas1	B	-9999	-9999	-9999	458	TOTALCOUNT	No remarks	No remarks
2002-07-10	Cas1	C	-9999	-9999	-9999	394	TOTALCOUNT	11 flowers eaten, probably by lemmings; burrow in use 2 m away	No remarks
2002-07-10	Cas3	D	-9999	-9999	-9999	55	TOTALCOUNT	No remarks	No remarks
2002-07-10	Cas1	D	-9999	-9999	-9999	151	TOTALCOUNT	39 flowers eaten, probably by lemmings; burrow in use 2 m away	No remarks
2002-07-10	Cas3	A	-9999	-9999	-9999	171	TOTALCOUNT	No remarks	No remarks
2002-07-10	Cas3	B	-9999	-9999	-9999	130	TOTALCOUNT	No remarks	No remarks
2002-07-10	Cas3	C	-9999	-9999	-9999	93	TOTALCOUNT	No remarks	No remarks
2002-07-11	Cas2	A	-9999	-9999	-9999	244	TOTALCOUNT	No remarks	No remarks
2002-07-11	Cas2	B	-9999	-9999	-9999	249	TOTALCOUNT	No remarks	No remarks
2002-07-11	Cas2	C	-9999	-9999	-9999	232	TOTALCOUNT	No remarks	No remarks
2002-07-11	Cas4	D	-9999	-9999	-9999	98	TOTALCOUNT	No remarks	No remarks
2002-07-11	Cas2	D	-9999	-9999	-9999	227	TOTALCOUNT	No remarks	No remarks
2002-07-11	Cas4	A	-9999	-9999	-9999	16	TOTALCOUNT	No remarks	No remarks
2002-07-11	Cas4	B	-9999	-9999	-9999	8	TOTALCOUNT	No remarks	No remarks
2002-07-11	Cas4	C	-9999	-9999	-9999	42	TOTALCOUNT	No remarks	No remarks
2002-07-15	Cas1	A	0	47	3	-9999	NA	No remarks	No remarks
2002-07-15	Cas1	B	0	37	13	-9999	NA	No remarks	No remarks
2002-07-15	Cas1	C	0	18	32	-9999	NA	No remarks	No remarks
2002-07-15	Cas1	D	0	19	31	-9999	NA	No remarks	No remarks
2002-07-15	Cas3	A	1	49	0	-9999	NA	No remarks	No remarks
2002-07-15	Cas3	B	2	48	0	-9999	NA	No remarks	No remarks
2002-07-15	Cas3	C	0	50	0	-9999	NA	No remarks	No remarks
2002-07-15	Cas3	D	1	49	0	-9999	NA	No remarks	No remarks
2002-07-15	Cas2	A	2	47	1	-9999	NA	No remarks	No remarks
2002-07-15	Cas2	B	0	48	2	-9999	NA	No remarks	No remarks
2002-07-15	Cas2	C	0	48	2	-9999	NA	No remarks	No remarks
2002-07-15	Cas2	D	0	50	0	-9999	NA	No remarks	No remarks
2002-07-15	Cas4	A	1	14	1	-9999	NA	No remarks	No remarks
2002-07-15	Cas4	B	0	8	0	-9999	NA	No remarks	No remarks
2002-07-15	Cas4	C	1	41	0	-9999	NA	No remarks	No remarks
2002-07-15	Cas4	D	0	48	4	-9999	NA	No remarks	No remarks
2002-07-22	Cas1	A	0	3	47	-9999	NA	No remarks	No remarks
2002-07-22	Cas1	B	0	12	38	-9999	NA	No remarks	No remarks
2002-07-22	Cas1	C	0	2	48	-9999	NA	No remarks	No remarks
2002-07-22	Cas1	D	0	0	50	-9999	NA	No remarks	No remarks
2002-07-22	Cas3	B	0	14	36	-9999	NA	No remarks	No remarks
2002-07-22	Cas3	C	0	13	37	-9999	NA	No remarks	No remarks
2002-07-22	Cas3	D	0	5	45	-9999	NA	No remarks	No remarks
2002-07-22	Cas4	A	0	5	11	-9999	NA	No remarks	No remarks
2002-07-22	Cas2	A	0	25	25	-9999	NA	No remarks	No remarks
2002-07-22	Cas2	B	0	23	27	-9999	NA	No remarks	No remarks
2002-07-22	Cas2	C	0	16	34	-9999	NA	No remarks	No remarks
2002-07-22	Cas2	D	0	33	17	-9999	NA	No remarks	No remarks
2002-07-22	Cas3	A	0	28	26	-9999	NA	No remarks	No remarks
2002-07-22	Cas4	B	0	1	7	-9999	NA	No remarks	No remarks
2002-07-22	Cas4	C	0	8	16	-9999	NA	No remarks	No remarks
2002-07-22	Cas4	D	0	16	34	-9999	NA	No remarks	No remarks
2002-07-29	Cas1	B	0	0	50	-9999	NA	No remarks	No remarks
2002-07-29	Cas1	A	0	1	49	-9999	NA	No remarks	No remarks
2002-07-29	Cas2	B	0	1	49	-9999	NA	No remarks	No remarks
2002-07-29	Cas2	C	0	0	50	-9999	NA	No remarks	No remarks
2002-07-29	Cas2	D	0	4	46	-9999	NA	No remarks	No remarks
2002-07-29	Cas3	A	0	4	46	-9999	NA	No remarks	No remarks
2002-07-29	Cas4	B	1	0	8	-9999	NA	No remarks	No remarks
2002-07-29	Cas4	C	0	1	26	-9999	NA	No remarks	No remarks
2002-07-29	Cas4	D	0	0	50	-9999	NA	No remarks	No remarks
2002-07-29	Cas1	C	0	0	50	-9999	NA	No remarks	No remarks
2002-07-29	Cas1	D	0	0	50	-9999	NA	No remarks	No remarks
2002-07-29	Cas2	A	0	0	50	-9999	NA	No remarks	No remarks
2002-07-29	Cas3	B	0	0	50	-9999	NA	No remarks	No remarks
2002-07-29	Cas3	C	0	0	50	-9999	NA	No remarks	No remarks
2002-07-29	Cas3	D	0	0	42	-9999	NA	No remarks	No remarks
2002-07-29	Cas4	A	0	1	15	-9999	NA	No remarks	No remarks
2002-08-02	Cas6	A	-9999	-9999	-9999	118	TOTALCOUNT	No remarks	No remarks
2002-08-02	Cas6	B	-9999	-9999	-9999	201	TOTALCOUNT	No remarks	No remarks
2002-08-02	Cas6	C	-9999	-9999	-9999	260	TOTALCOUNT	No remarks	No remarks
2002-08-02	Cas6	D	-9999	-9999	-9999	157	TOTALCOUNT	No remarks	No remarks
2002-08-05	Cas1	C	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas1	D	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas2	A	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas2	B	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas3	C	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas3	D	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas4	A	0	0	16	-9999	NA	No remarks	No remarks
2002-08-05	Cas4	B	0	0	8	-9999	NA	No remarks	No remarks
2002-08-05	Cas1	A	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas1	B	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas2	C	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas2	D	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas3	A	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas3	B	0	0	50	-9999	NA	No remarks	No remarks
2002-08-05	Cas4	C	0	0	42	-9999	NA	No remarks	No remarks
2002-08-05	Cas4	D	0	0	50	-9999	NA	No remarks	No remarks
2003-06-10	Cas1	D	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Cas3	A	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Cas3	B	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Cas3	C	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Cas1	A	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Cas1	B	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Cas1	C	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Cas3	D	0	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas1	D	10	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas2	A	0	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas2	B	0	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas2	C	0	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas3	D	10	0	0	-9999	NA	Very immature buds	No remarks
2003-06-17	Cas1	A	8	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas1	B	5	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas1	C	19	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas2	D	0	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas3	A	6	0	0	-9999	NA	Very immature buds	No remarks
2003-06-17	Cas3	B	4	0	0	-9999	NA	Very immature buds	No remarks
2003-06-17	Cas3	C	6	0	0	-9999	NA	Very immature buds	No remarks
2003-06-17	Cas4	D	0	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas4	A	0	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas4	B	2	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Cas4	C	0	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas1	A	49	1	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas1	B	35	15	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas1	C	34	16	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas2	A	19	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas2	B	33	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas2	C	32	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas2	D	50	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas4	A	4	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas4	B	20	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas4	C	22	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas4	D	3	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas1	D	21	29	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas3	A	35	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas3	B	44	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas3	C	50	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Cas3	D	16	0	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas2	A	45	5	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas2	B	38	12	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas2	C	26	24	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas2	D	15	35	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas4	B	49	1	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas4	C	50	0	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas4	D	50	0	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas1	A	9	41	0	-9999	NA	Two eaten: One only partly	No remarks
2003-07-01	Cas1	B	21	29	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas1	C	4	46	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas1	D	13	37	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas3	A	25	25	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas3	B	35	15	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas3	C	29	21	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas3	D	25	25	0	-9999	NA	No remarks	No remarks
2003-07-01	Cas4	A	50	0	0	-9999	NA	No remarks	No remarks
2003-07-07	Cas5	A	-9999	-9999	-9999	474	TOTALCOUNT	No remarks	No remarks
2003-07-07	Cas6	B	0	-9999	-9999	37	TOTALCOUNT	No buds	No remarks
