Date	Plot	Section	Buds	Male_flowers	Female_flowers	Seed_hairs	Total_Male	Total_Female	TotalCount	Field_remarks	General_remarks
2000-07-29	Sal3	D	0	-9999	30	4	-9999	-9999	NA	No remarks	No remarks
2000-07-29	Sal1	D	0	-9999	44	3	-9999	-9999	NA	No remarks	No remarks
2000-07-29	Sal2	A	0	-9999	26	0	-9999	-9999	NA	No remarks	No remarks
2000-07-29	Sal2	B	0	-9999	16	0	-9999	-9999	NA	No remarks	No remarks
2000-07-29	Sal2	C	0	-9999	30	0	-9999	-9999	NA	No remarks	No remarks
2000-07-29	Sal4	A	0	-9999	44	10	-9999	-9999	NA	No remarks	No remarks
2000-07-29	Sal4	B	0	-9999	19	0	-9999	-9999	NA	No remarks	No remarks
2000-07-29	Sal4	C	0	-9999	55	1	-9999	-9999	NA	No remarks	No remarks
2000-07-29	Sal4	D	0	-9999	44	6	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal1	A	0	-9999	22	32	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal1	B	0	-9999	50	19	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal1	C	0	-9999	36	15	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal1	D	0	-9999	41	13	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal3	A	0	-9999	18	21	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal3	B	0	-9999	14	9	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal3	C	0	-9999	2	22	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal3	D	0	-9999	29	13	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal2	A	0	-9999	26	1	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal2	B	0	-9999	15	0	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal2	C	0	-9999	13	0	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal2	D	0	-9999	21	0	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal4	A	0	-9999	18	33	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal4	B	0	-9999	40	10	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal4	C	0	-9999	49	2	-9999	-9999	NA	No remarks	No remarks
2000-08-05	Sal4	D	0	-9999	42	9	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal1	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal1	B	0	-9999	6	44	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal1	C	0	-9999	1	49	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal1	D	0	-9999	2	48	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal2	A	0	-9999	19	15	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal3	B	0	-9999	0	20	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal3	C	0	-9999	1	22	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal3	D	0	-9999	2	38	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal4	A	0	-9999	1	49	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal2	B	0	-9999	10	3	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal2	C	0	-9999	23	5	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal2	D	0	-9999	13	9	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal3	A	0	-9999	8	26	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal4	B	0	-9999	22	30	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal4	C	0	-9999	3	47	-9999	-9999	NA	No remarks	No remarks
2000-08-12	Sal4	D	0	-9999	6	48	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal1	B	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal1	C	0	-9999	2	48	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal1	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal2	A	0	-9999	7	20	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal3	B	0	-9999	1	19	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal3	C	0	-9999	1	24	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal3	D	0	-9999	0	24	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal4	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal4	B	0	-9999	2	48	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal1	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal2	B	0	-9999	4	9	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal2	C	0	-9999	2	16	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal2	D	0	-9999	3	15	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal3	A	0	-9999	0	19	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal4	C	0	-9999	3	47	-9999	-9999	NA	No remarks	No remarks
2000-08-19	Sal4	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal2	C	0	-9999	0	18	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal2	D	0	-9999	0	21	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal3	A	0	-9999	0	19	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal3	B	0	-9999	0	18	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal4	C	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal4	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal2	A	0	-9999	1	25	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal2	B	0	-9999	0	13	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal3	C	0	-9999	0	23	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal3	D	0	-9999	0	20	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal4	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2000-08-26	Sal4	B	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-05-31	Sal1	A	4	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-05-31	Sal1	B	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-05-31	Sal1	C	5	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-05-31	Sal1	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-03	Sal1	D	27	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-03	Sal3	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-03	Sal3	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-03	Sal3	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-03	Sal1	A	33	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-03	Sal1	B	32	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-03	Sal1	C	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-03	Sal3	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal1	D	4	24	26	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal3	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal3	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal3	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal4	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal1	A	6	22	30	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal1	B	10	26	46	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal1	C	12	30	20	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal3	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal4	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal4	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-11	Sal4	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-18	Sal1	A	0	12	38	0	-9999	-9999	NA	Much water in plot	No remarks
2001-06-18	Sal1	B	1	20	30	0	-9999	-9999	NA	Much water in plot	No remarks
2001-06-18	Sal1	C	2	35	15	0	-9999	-9999	NA	Much water in plot	No remarks
2001-06-18	Sal4	A	5	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-18	Sal4	B	7	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-18	Sal4	C	5	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-18	Sal4	D	2	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-18	Sal1	D	0	8	42	0	-9999	-9999	NA	Much water in plot	No remarks
2001-06-18	Sal3	A	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-18	Sal3	B	39	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-18	Sal3	C	15	35	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-18	Sal3	D	30	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-24	Sal2	A	0	0	0	0	-9999	-9999	NA	Much water in plot	No remarks
2001-06-24	Sal2	B	0	0	0	0	-9999	-9999	NA	Much water in plot	No remarks
2001-06-24	Sal2	C	0	0	0	0	-9999	-9999	NA	Much water in plot	No remarks
2001-06-24	Sal2	D	0	0	0	0	-9999	-9999	NA	Much water in plot	No remarks
2001-06-24	Sal4	A	45	2	3	0	-9999	-9999	NA	No remarks	No remarks
2001-06-24	Sal4	B	48	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-24	Sal4	C	35	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-24	Sal4	D	27	0	0	0	-9999	-9999	NA	No remarks	No remarks
2001-06-24	Sal1	A	-9999	-9999	-9999	-9999	97	189	TOTALCOUNT	No remarks	No remarks
2001-06-24	Sal1	B	-9999	-9999	-9999	-9999	154	370	TOTALCOUNT	No remarks	No remarks
2001-06-24	Sal1	C	-9999	-9999	-9999	-9999	192	322	TOTALCOUNT	No remarks	No remarks
2001-06-24	Sal1	D	-9999	-9999	-9999	-9999	93	166	TOTALCOUNT	No remarks	No remarks
2001-06-24	Sal3	A	18	7	25	0	-9999	-9999	NA	No remarks	No remarks
2001-06-24	Sal3	B	7	10	40	0	-9999	-9999	NA	No remarks	No remarks
2001-06-24	Sal3	C	3	37	10	0	-9999	-9999	NA	No remarks	No remarks
2001-06-24	Sal3	D	20	30	0	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal1	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal2	B	27	6	17	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal2	C	10	22	18	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal2	D	17	3	30	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal3	A	-9999	-9999	-9999	-9999	41	351	TOTALCOUNT	No remarks	No remarks
2001-07-01	Sal3	C	3	37	10	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal3	D	-9999	-9999	-9999	-9999	691	217	TOTALCOUNT	No remarks	No remarks
2001-07-01	Sal3	D	0	40	10	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal4	A	8	35	7	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal1	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal1	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal1	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal2	A	12	8	34	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal3	A	0	6	45	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal3	B	-9999	-9999	-9999	-9999	71	276	TOTALCOUNT	No remarks	No remarks
2001-07-01	Sal3	B	0	15	35	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal3	C	-9999	-9999	-9999	-9999	393	165	TOTALCOUNT	No remarks	No remarks
2001-07-01	Sal4	B	5	34	11	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal4	C	0	27	23	0	-9999	-9999	NA	No remarks	No remarks
2001-07-01	Sal4	D	1	24	25	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal1	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal1	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal1	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal2	A	2	19	29	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal1	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal2	C	5	24	21	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal2	D	4	8	38	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal3	A	0	7	48	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal3	B	0	23	27	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal4	C	0	23	27	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal4	D	0	43	13	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal2	B	7	15	18	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal3	C	3	15	35	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal3	D	0	45	9	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal4	A	0	14	36	0	-9999	-9999	NA	No remarks	No remarks
2001-07-08	Sal4	B	0	31	29	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal1	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal1	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal1	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal2	A	0	22	30	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal2	B	0	18	32	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal3	C	0	36	14	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal3	D	0	13	35	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal4	A	0	14	36	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal4	B	0	31	29	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal4	C	0	23	27	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal1	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal2	C	0	7	43	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal2	D	0	31	29	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal3	A	0	25	25	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal3	B	0	14	36	0	-9999	-9999	NA	No remarks	No remarks
2001-07-15	Sal4	D	0	43	13	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal1	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal2	A	0	18	32	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal2	B	0	28	22	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal2	C	0	23	27	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal3	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal4	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal4	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal4	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal1	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal1	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal1	C	0	-9999	49	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal2	D	0	9	41	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal3	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal3	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal3	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-22	Sal4	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal2	A	-9999	-9999	-9999	-9999	212	311	TOTALCOUNT	No remarks	No remarks
2001-07-29	Sal2	B	-9999	-9999	-9999	-9999	152	306	TOTALCOUNT	No remarks	No remarks
2001-07-29	Sal2	C	-9999	-9999	-9999	-9999	265	376	TOTALCOUNT	No remarks	No remarks
2001-07-29	Sal2	D	-9999	-9999	-9999	-9999	174	311	TOTALCOUNT	No remarks	No remarks
2001-07-29	Sal4	A	-9999	-9999	-9999	-9999	188	167	TOTALCOUNT	No remarks	No remarks
2001-07-29	Sal4	A	0	-9999	49	1	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal4	B	-9999	-9999	-9999	-9999	154	185	TOTALCOUNT	No remarks	No remarks
2001-07-29	Sal4	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal1	A	0	-9999	27	23	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal1	B	0	-9999	35	15	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal1	C	0	-9999	44	6	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal1	D	0	-9999	40	10	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal3	A	0	-9999	49	1	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal3	B	0	-9999	46	4	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal3	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal3	D	0	-9999	48	2	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal4	C	-9999	-9999	-9999	-9999	155	171	TOTALCOUNT	No remarks	No remarks
2001-07-29	Sal4	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-07-29	Sal4	D	-9999	-9999	-9999	-9999	183	335	TOTALCOUNT	No remarks	No remarks
2001-07-29	Sal4	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal1	A	0	-9999	2	42	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal1	B	0	-9999	7	43	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal1	C	0	-9999	15	35	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal1	D	0	-9999	29	21	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal3	B	0	-9999	38	12	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal3	C	0	-9999	44	6	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal3	D	0	-9999	41	9	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal4	A	0	-9999	43	7	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal2	A	0	-9999	49	1	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal2	B	0	-9999	49	1	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal2	C	0	-9999	48	2	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal2	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal3	A	0	-9999	40	10	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal4	B	0	-9999	46	4	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal4	C	0	-9999	41	9	-9999	-9999	NA	No remarks	No remarks
2001-08-05	Sal4	D	0	-9999	46	4	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal1	B	0	-9999	7	43	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal1	C	0	-9999	4	46	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal1	D	0	-9999	2	48	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal2	A	0	-9999	45	5	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal3	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal3	B	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal3	B	0	-9999	35	15	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal3	C	0	-9999	29	21	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal4	C	0	-9999	25	25	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal4	D	0	-9999	33	17	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal1	A	0	-9999	1	49	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal2	B	0	-9999	46	4	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal2	C	0	-9999	44	6	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal2	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal3	A	0	-9999	26	24	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal3	C	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal3	D	0	-9999	38	11	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal3	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal4	A	0	-9999	28	22	-9999	-9999	NA	No remarks	No remarks
2001-08-12	Sal4	B	0	-9999	31	19	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal1	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal1	B	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal2	C	0	-9999	20	30	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal2	D	0	-9999	33	27	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal3	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal3	B	0	-9999	3	47	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal4	C	0	-9999	4	46	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal4	D	0	-9999	4	46	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal1	C	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal1	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal2	A	0	-9999	16	34	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal2	B	0	-9999	14	36	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal3	C	0	-9999	4	46	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal3	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal4	A	0	-9999	2	48	-9999	-9999	NA	No remarks	No remarks
2001-08-19	Sal4	B	0	-9999	1	49	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal1	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal1	B	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal1	C	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal2	D	0	-9999	4	46	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal4	A	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal4	B	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal4	C	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal1	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal2	A	0	-9999	8	42	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal2	B	0	-9999	8	42	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal2	C	0	-9999	12	38	-9999	-9999	NA	No remarks	No remarks
2001-08-26	Sal4	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
2002-05-31	Sal1	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-05-31	Sal1	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-05-31	Sal1	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-05-31	Sal1	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-03	Sal1	A	13	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-03	Sal1	B	37	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-03	Sal1	C	56	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-03	Sal3	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-03	Sal1	D	47	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-03	Sal3	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-03	Sal3	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-03	Sal3	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal1	A	21	8	23	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal1	B	24	11	13	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal1	C	16	11	24	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal1	D	14	12	19	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal4	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal4	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal4	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal4	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal3	A	21	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal3	B	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal3	C	43	7	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-10	Sal3	D	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal2	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal2	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal2	C	9	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal2	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal4	B	10	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal4	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal4	D	48	0	2	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal1	A	0	23	27	0	-9999	-9999	NA	Small areas of water in plot.	No remarks
2002-06-17	Sal1	B	4	26	21	0	-9999	-9999	NA	Small areas of water in plot.	No remarks
2002-06-17	Sal1	C	0	36	17	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal1	D	0	26	24	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal3	A	12	7	31	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal3	B	12	16	24	0	-9999	-9999	NA	No remarks	No remarks
2002-06-17	Sal3	C	12	26	13	0	-9999	-9999	NA	No remarks	No remarks
