Date	Photo_no	Plot	Section	Snow	Cloud_cover	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Remarks
2010-07-27	SIL4_100727	SIL4	A	0	8	0	0	50	50	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL4_100727	SIL4	B	0	8	0	0	20	20	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL4_100727	SIL4	C	0	8	0	0	25	25	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL4_100727	SIL4	D	0	8	0	0	50	50	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL2_100727	SIL2	A	0	8	0	0	8	8	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL2_100727	SIL2	B	0	8	11	3	36	50	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL2_100727	SIL2	C	0	8	11	2	37	50	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL2_100727	SIL2	D	0	8	0	0	8	8	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL3_100727	SIL3	A	0	8	0	0	50	50	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL3_100727	SIL3	B	0	8	0	0	12	12	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL3_100727	SIL3	C	0	8	0	0	50	50	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-07-27	SIL3_100727	SIL3	D	0	8	0	0	11	11	-9999	Hard to tell the difference between what is eaten and what is senescent
2010-08-06	SIL1_100806	SIL1	A	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL1_100806	SIL1	B	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL1_100806	SIL1	C	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL1_100806	SIL1	D	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL4_100806	SIL4	A	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL4_100806	SIL4	B	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL4_100806	SIL4	C	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL4_100806	SIL4	D	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL2_100806	SIL2	A	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL2_100806	SIL2	B	0	0	9	0	0	9	-9999	No remarks
2010-08-06	SIL2_100806	SIL2	C	0	0	2	0	0	2	-9999	No remarks
2010-08-06	SIL2_100806	SIL2	D	0	0	2	0	0	2	-9999	No remarks
2010-08-06	SIL3_100806	SIL3	A	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL3_100806	SIL3	B	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL3_100806	SIL3	C	0	0	0	0	0	0	-9999	No remarks
2010-08-06	SIL3_100806	SIL3	D	0	0	0	0	0	0	-9999	No remarks
2010-08-11	SIL1_100811	SIL1	A	0	8	0	0	0	0	-9999	No remarks
2010-08-11	SIL1_100811	SIL1	B	0	8	0	0	0	0	-9999	No remarks
2010-08-11	SIL1_100811	SIL1	C	0	8	0	0	0	0	-9999	No remarks
2010-08-11	SIL1_100811	SIL1	D	0	8	0	0	0	0	-9999	No remarks
2010-08-12	SIL4_100812	SIL4	A	0	1	0	0	0	0	-9999	No remarks
2010-08-12	SIL4_100812	SIL4	B	0	1	0	0	0	0	-9999	No remarks
2010-08-12	SIL4_100812	SIL4	C	0	1	1	0	0	1	-9999	No remarks
2010-08-12	SIL4_100812	SIL4	D	0	1	0	0	0	0	-9999	No remarks
2010-08-12	SIL2_100812	SIL2	A	0	1	5	0	0	5	-9999	4 buds eaten
2010-08-12	SIL2_100812	SIL2	B	0	1	0	0	0	0	-9999	No remarks
2010-08-12	SIL2_100812	SIL2	C	0	1	4	0	0	4	-9999	3+ 1 bud in two tussocks
2010-08-12	SIL2_100812	SIL2	D	0	1	0	0	0	0	-9999	No remarks
2010-08-12	SIL3_100812	SIL3	A	0	1	0	0	0	0	-9999	No remarks
2010-08-12	SIL3_100812	SIL3	B	0	1	0	0	0	0	-9999	No remarks
2010-08-12	SIL3_100812	SIL3	C	0	1	1	0	0	1	-9999	No remarks
2010-08-12	SIL3_100812	SIL3	D	0	1	0	0	0	0	-9999	No remarks
2010-08-16	SIL1_100816	SIL1	A	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL1_100816	SIL1	B	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL1_100816	SIL1	C	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL1_100816	SIL1	D	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL4_100816	SIL4	A	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL4_100816	SIL4	B	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL4_100816	SIL4	C	0	2	0	1	0	1	-9999	No remarks
2010-08-16	SIL4_100816	SIL4	D	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL2_100816	SIL2	A	0	2	3	0	0	3	-9999	No remarks
2010-08-16	SIL2_100816	SIL2	B	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL2_100816	SIL2	C	0	2	8	0	0	8	-9999	No remarks
2010-08-16	SIL2_100816	SIL2	D	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL3_100816	SIL3	A	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL3_100816	SIL3	B	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL3_100816	SIL3	C	0	2	0	0	0	0	-9999	No remarks
2010-08-16	SIL3_100816	SIL3	D	0	2	0	0	0	0	-9999	No remarks
2010-08-25	SIL1_100825	SIL1	A	0	7	6	0	0	6	-9999	No remarks
2010-08-25	SIL1_100825	SIL1	B	0	7	0	0	0	0	-9999	No remarks
2010-08-25	SIL1_100825	SIL1	C	0	7	4	0	0	4	-9999	No remarks
2010-08-25	SIL1_100825	SIL1	D	0	7	0	0	0	0	-9999	No remarks
2010-08-25	SIL4_100825	SIL4	A	0	1	4	0	0	4	-9999	No remarks
2010-08-25	SIL4_100825	SIL4	B	0	1	0	0	0	0	-9999	No remarks
2010-08-25	SIL4_100825	SIL4	C	0	1	50	0	0	50	-9999	No remarks
2010-08-25	SIL4_100825	SIL4	D	0	1	50	0	0	50	-9999	No remarks
2010-08-25	SIL2_100825	SIL2	A	0	1	0	0	0	0	-9999	No remarks
2010-08-25	SIL2_100825	SIL2	B	0	1	4	1	0	5	-9999	No remarks
2010-08-25	SIL2_100825	SIL2	C	0	1	21	0	0	21	-9999	No remarks
2010-08-25	SIL2_100825	SIL2	D	0	1	15	0	0	15	-9999	No remarks
2010-08-25	SIL3_100825	SIL3	A	0	1	12	0	0	12	-9999	No remarks
2010-08-25	SIL3_100825	SIL3	B	0	1	3	0	0	3	-9999	No remarks
2010-08-25	SIL3_100825	SIL3	C	0	1	15	0	0	15	-9999	No remarks
2010-08-25	SIL3_100825	SIL3	D	0	1	2	0	0	2	-9999	No remarks
2010-08-31	SIL1_100831	SIL1	A	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL1_100831	SIL1	B	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL1_100831	SIL1	C	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL1_100831	SIL1	D	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL4_100831	SIL4	A	0	8	32	0	0	32	-9999	No remarks
2010-08-31	SIL4_100831	SIL4	B	0	8	0	0	0	0	-9999	No remarks
2010-08-31	SIL4_100831	SIL4	C	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL4_100831	SIL4	D	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL2_100831	SIL2	A	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL2_100831	SIL2	B	0	8	49	1	0	50	-9999	No remarks
2010-08-31	SIL2_100831	SIL2	C	0	8	49	0	1	50	-9999	No remarks
2010-08-31	SIL2_100831	SIL2	D	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL3_100831	SIL3	A	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL3_100831	SIL3	B	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL3_100831	SIL3	C	0	8	50	0	0	50	-9999	No remarks
2010-08-31	SIL3_100831	SIL3	D	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL1_100910	SIL1	A	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL1_100910	SIL1	B	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL1_100910	SIL1	C	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL1_100910	SIL1	D	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL4_100910	SIL4	A	0	8	32	0	0	32	-9999	No remarks
2010-09-10	SIL4_100910	SIL4	B	0	8	0	0	0	0	-9999	No remarks
2010-09-10	SIL4_100910	SIL4	C	0	8	48	4	0	52	-9999	No remarks
2010-09-10	SIL4_100910	SIL4	D	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL2_100910	SIL2	A	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL2_100910	SIL2	B	0	8	49	1	0	50	-9999	No remarks
2010-09-10	SIL2_100910	SIL2	C	0	8	46	2	2	50	-9999	No remarks
2010-09-10	SIL2_100910	SIL2	D	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL3_100910	SIL3	A	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL3_100910	SIL3	B	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL3_100910	SIL3	C	0	8	50	0	0	50	-9999	No remarks
2010-09-10	SIL3_100910	SIL3	D	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL1_100915	SIL1	A	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL1_100915	SIL1	B	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL1_100915	SIL1	C	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL1_100915	SIL1	D	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL4_100915	SIL4	A	0	8	32	0	0	32	-9999	No remarks
2010-09-15	SIL4_100915	SIL4	B	0	8	0	0	0	0	-9999	No remarks
2010-09-15	SIL4_100915	SIL4	C	0	8	46	1	3	50	-9999	No remarks
2010-09-15	SIL4_100915	SIL4	D	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL2_100915	SIL2	A	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL2_100915	SIL2	B	0	8	49	0	1	50	-9999	No remarks
2010-09-15	SIL2_100915	SIL2	C	0	8	47	3	0	50	-9999	No remarks
2010-09-15	SIL2_100915	SIL2	D	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL3_100915	SIL3	A	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL3_100915	SIL3	B	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL3_100915	SIL3	C	0	8	50	0	0	50	-9999	No remarks
2010-09-15	SIL3_100915	SIL3	D	0	8	50	0	0	50	-9999	No remarks
2010-09-24	SIL1_100924	SIL1	A	0	8	50	0	0	50	-9999	No remarks
2010-09-24	SIL1_100924	SIL1	B	0	8	50	0	0	50	-9999	No remarks
2010-09-24	SIL1_100924	SIL1	C	0	8	50	0	0	50	-9999	No remarks
2010-09-24	SIL1_100924	SIL1	D	0	8	50	0	0	50	-9999	No remarks
2010-09-24	SIL4_100924	SIL4	A	0	7	32	0	0	32	-9999	No remarks
2010-09-24	SIL4_100924	SIL4	B	0	7	0	0	0	0	-9999	No remarks
2010-09-24	SIL4_100924	SIL4	C	0	7	46	1	1	48	-9999	Signs of herbivory by insects on flowers
2010-09-24	SIL4_100924	SIL4	D	0	7	50	0	0	50	-9999	Tussock with larvae
2010-09-24	SIL2_100924	SIL2	A	0	7	50	0	0	50	-9999	Plants are yellow/brown
2010-09-24	SIL2_100924	SIL2	B	0	7	49	0	1	50	-9999	Plants are yellow/brown
2010-09-24	SIL2_100924	SIL2	C	0	7	47	0	2	49	-9999	Plants are yellow/brown
2010-09-24	SIL2_100924	SIL2	D	0	7	50	0	0	50	-9999	Plants are yellow/brown
2010-09-24	SIL3_100924	SIL3	A	0	4	50	0	0	50	-9999	all plants are yellow/brown
2010-09-24	SIL3_100924	SIL3	B	0	4	50	0	0	50	-9999	all plants are yellow/brown
2010-09-24	SIL3_100924	SIL3	C	0	4	50	0	0	50	-9999	all plants are yellow/brown
2010-09-24	SIL3_100924	SIL3	D	0	4	50	0	0	50	-9999	all plants are yellow/brown
2010-09-30	SIL1_100930	SIL1	A	0	2	50	0	0	50	-9999	No remarks
2010-09-30	SIL1_100930	SIL1	B	0	2	50	0	0	50	-9999	No remarks
2010-09-30	SIL1_100930	SIL1	C	0	2	50	0	0	50	-9999	No remarks
2010-09-30	SIL1_100930	SIL1	D	0	2	50	0	0	50	-9999	No remarks
2010-09-30	SIL4_100930	SIL4	A	0	5	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL4_100930	SIL4	B	0	5	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL4_100930	SIL4	C	0	5	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL4_100930	SIL4	D	0	5	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL2_100930	SIL2	A	0	6	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL2_100930	SIL2	B	0	6	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL2_100930	SIL2	C	0	6	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL2_100930	SIL2	D	0	6	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL3_100930	SIL3	A	0	5	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL3_100930	SIL3	B	0	5	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL3_100930	SIL3	C	0	5	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2010-09-30	SIL3_100930	SIL3	D	0	5	50	0	0	50	-9999	All tussocks are brown and not counted too closely - there are still small violet buds
2011-06-10	SIL1_110610	SIL1	A	0	6	0	0	0	0	-9999	No remarks
2011-06-10	SIL1_110610	SIL1	B	10	6	0	0	0	0	-9999	No remarks
2011-06-10	SIL1_110610	SIL1	C	75	6	0	0	0	0	-9999	No remarks
2011-06-10	SIL1_110610	SIL1	D	5	6	0	0	0	0	-9999	No remarks
2011-06-10	SIL4_110610	SIL4	A	100	8	0	0	0	0	-9999	No remarks
2011-06-10	SIL4_110610	SIL4	B	100	8	0	0	0	0	-9999	No remarks
2011-06-10	SIL4_110610	SIL4	C	100	8	0	0	0	0	-9999	No remarks
2011-06-10	SIL4_110610	SIL4	D	100	8	0	0	0	0	-9999	No remarks
2011-06-10	SIL2_110610	SIL2	A	0	8	0	0	0	0	-9999	No remarks
2011-06-10	SIL2_110610	SIL2	B	0	8	0	0	0	0	-9999	No remarks
2011-06-10	SIL2_110610	SIL2	C	0	8	0	0	0	0	-9999	No remarks
2011-06-10	SIL2_110610	SIL2	D	0	8	0	0	0	0	-9999	No remarks
2011-06-10	SIL3_110610	SIL3	A	0	6	0	0	0	0	-9999	No remarks
2011-06-10	SIL3_110610	SIL3	B	0	6	0	0	0	0	-9999	No remarks
2011-06-10	SIL3_110610	SIL3	C	0	6	0	0	0	0	-9999	No remarks
2011-06-10	SIL3_110610	SIL3	D	0	6	0	0	0	0	-9999	No remarks
2011-06-15	SIL1_110615	SIL1	A	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL1_110615	SIL1	B	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL1_110615	SIL1	C	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL1_110615	SIL1	D	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL4_110615	SIL4	A	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL4_110615	SIL4	B	5	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL4_110615	SIL4	C	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL4_110615	SIL4	D	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL2_110615	SIL2	A	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL2_110615	SIL2	B	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL2_110615	SIL2	C	0	2	0	0	0	0	-9999	No remarks
2011-06-15	SIL2_110615	SIL2	D	0	2	0	0	0	0	-9999	No remarks
2011-06-22	SIL1_110622	SIL1	A	0	0	0	0	0	0	-9999	Many larvae in plot
2011-06-22	SIL1_110622	SIL1	B	0	0	0	0	0	0	-9999	Many larvae in plot
2011-06-22	SIL1_110622	SIL1	C	0	0	0	0	0	0	-9999	Many larvae in plot
2011-06-22	SIL1_110622	SIL1	D	0	0	0	0	0	0	-9999	Many larvae in plot
2011-06-22	SIL4_110622	SIL4	A	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SIL4_110622	SIL4	B	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SIL4_110622	SIL4	C	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SIL4_110622	SIL4	D	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SIL2_110622	SIL2	A	0	0	50	0	0	50	-9999	No remarks
2011-06-22	SIL2_110622	SIL2	B	0	0	50	0	0	50	-9999	No remarks
2011-06-22	SIL2_110622	SIL2	C	0	0	50	0	0	50	-9999	No remarks
2011-06-22	SIL2_110622	SIL2	D	0	0	50	0	0	50	-9999	No remarks
2011-06-22	SIL3_110622	SIL3	A	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SIL3_110622	SIL3	B	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SIL3_110622	SIL3	C	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SIL3_110622	SIL3	D	0	0	0	0	0	0	-9999	No remarks
2011-06-28	SIL1_110628	SIL1	A	0	7	0	0	0	0	-9999	No remarks
2011-06-28	SIL1_110628	SIL1	B	0	7	0	0	0	0	-9999	No remarks
2011-06-28	SIL1_110628	SIL1	C	0	7	0	0	0	0	-9999	No remarks
2011-06-28	SIL1_110628	SIL1	D	0	7	0	0	0	0	-9999	No remarks
2011-06-28	SIL4_110628	SIL4	A	0	6	0	0	0	0	-9999	No remarks
2011-06-28	SIL4_110628	SIL4	B	0	6	0	0	0	0	-9999	No remarks
2011-06-28	SIL4_110628	SIL4	C	0	6	50	0	0	50	-9999	No remarks
2011-06-28	SIL4_110628	SIL4	D	0	6	0	0	0	0	-9999	No remarks
2011-06-28	SIL2_110628	SIL2	A	0	6	50	0	0	50	-9999	No remarks
2011-06-28	SIL2_110628	SIL2	B	0	6	45	5	0	50	-9999	No remarks
2011-06-28	SIL2_110628	SIL2	C	0	6	50	0	0	50	-9999	No remarks
2011-06-28	SIL2_110628	SIL2	D	0	6	50	0	0	50	-9999	No remarks
2011-06-28	SIL3_110628	SIL3	A	0	6	3	0	0	3	-9999	No remarks
2011-06-28	SIL3_110628	SIL3	B	0	6	0	0	0	0	-9999	No remarks
2011-06-28	SIL3_110628	SIL3	C	0	6	1	0	0	1	-9999	No remarks
2011-06-28	SIL3_110628	SIL3	D	0	6	4	0	0	4	-9999	No remarks
2011-07-12	SIL1_110712	SIL1	A	0	7	0	0	0	0	-9999	No remarks
2011-07-12	SIL1_110712	SIL1	B	0	7	0	0	0	0	-9999	No remarks
2011-07-12	SIL1_110712	SIL1	C	0	7	0	0	0	0	-9999	No remarks
2011-07-12	SIL1_110712	SIL1	D	0	7	0	0	0	0	-9999	No remarks
2011-07-12	SIL4_110712	SIL4	A	0	8	1	0	0	1	-9999	No remarks
2011-07-12	SIL4_110712	SIL4	B	0	8	0	0	0	0	-9999	No remarks
2011-07-12	SIL4_110712	SIL4	C	0	8	1	0	0	1	-9999	No remarks
2011-07-12	SIL4_110712	SIL4	D	0	8	0	0	0	0	-9999	No remarks
2011-07-12	SIL2_110712	SIL2	A	0	6	1	0	0	1	-9999	No remarks
2011-07-12	SIL2_110712	SIL2	B	0	6	0	0	0	0	-9999	No remarks
2011-07-12	SIL2_110712	SIL2	C	0	6	0	0	0	0	-9999	3 buds eaten
2011-07-12	SIL2_110712	SIL2	D	0	6	1	0	0	1	-9999	No remarks
2011-07-12	SIL3_110712	SIL3	A	0	6	0	0	0	0	-9999	No remarks
2011-07-12	SIL3_110712	SIL3	B	0	6	1	0	0	1	-9999	No remarks
2011-07-12	SIL3_110712	SIL3	C	0	6	0	1	0	1	-9999	1 flower eaten
2011-07-12	SIL3_110712	SIL3	D	0	6	0	0	0	0	-9999	No remarks
2011-07-21	SIL1_110721	SIL1	A	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL1_110721	SIL1	B	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL1_110721	SIL1	C	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL1_110721	SIL1	D	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL4_110721	SIL4	A	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL4_110721	SIL4	B	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL4_110721	SIL4	C	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL4_110721	SIL4	D	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL2_110721	SIL2	A	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL2_110721	SIL2	B	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL2_110721	SIL2	C	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL2_110721	SIL2	D	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL3_110721	SIL3	A	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL3_110721	SIL3	B	0	8	0	2	0	2	-9999	No remarks
2011-07-21	SIL3_110721	SIL3	C	0	8	0	0	0	0	-9999	No remarks
2011-07-21	SIL3_110721	SIL3	D	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL1_110803	SIL1	A	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL1_110803	SIL1	B	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL1_110803	SIL1	C	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL1_110803	SIL1	D	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL4_110803	SIL4	A	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL4_110803	SIL4	B	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL4_110803	SIL4	C	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL4_110803	SIL4	D	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL2_110803	SIL2	A	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL2_110803	SIL2	B	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL2_110803	SIL2	C	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL2_110803	SIL2	D	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL3_110803	SIL3	A	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL3_110803	SIL3	B	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL3_110803	SIL3	C	0	8	0	0	0	0	-9999	No remarks
2011-08-03	SIL3_110803	SIL3	D	0	8	0	0	0	0	-9999	No remarks
2011-08-09	SIL1_110809	SIL1	A	0	7	0	0	0	0	-9999	No remarks
2011-08-09	SIL1_110809	SIL1	B	0	7	0	0	0	0	-9999	No remarks
2011-08-09	SIL1_110809	SIL1	C	0	7	0	0	0	0	-9999	No remarks
2011-08-09	SIL1_110809	SIL1	D	0	7	0	0	0	0	-9999	No remarks
2011-08-09	SIL4_110809	SIL4	A	0	7	0	0	0	0	-9999	No remarks
2011-08-09	SIL4_110809	SIL4	B	0	7	0	0	0	0	-9999	No remarks
2011-08-09	SIL4_110809	SIL4	C	0	7	0	0	0	0	-9999	No remarks
2011-08-09	SIL4_110809	SIL4	D	0	7	0	0	0	0	-9999	No remarks
2011-08-09	SIL2_110809	SIL2	A	0	4	0	0	0	0	-9999	No remarks
2011-08-09	SIL2_110809	SIL2	B	0	4	0	0	0	0	-9999	No remarks
2011-08-09	SIL2_110809	SIL2	C	0	4	0	0	0	0	-9999	No remarks
2011-08-09	SIL2_110809	SIL2	D	0	4	0	0	0	0	-9999	No remarks
2011-08-09	SIL3_110809	SIL3	A	0	5	0	0	0	0	-9999	No remarks
2011-08-09	SIL3_110809	SIL3	B	0	5	0	0	0	0	-9999	No remarks
2011-08-09	SIL3_110809	SIL3	C	0	5	0	0	0	0	-9999	No remarks
2011-08-09	SIL3_110809	SIL3	D	0	5	0	0	0	0	-9999	No remarks
2011-08-15	SIL1_110815	SIL1	A	0	8	0	0	0	0	-9999	No remarks
2011-08-15	SIL1_110815	SIL1	B	0	8	0	0	0	0	-9999	No remarks
2011-08-15	SIL1_110815	SIL1	C	0	8	0	0	0	0	-9999	No remarks
2011-08-15	SIL1_110815	SIL1	D	0	8	0	0	0	0	-9999	No remarks
2011-08-15	SIL4_110815	SIL4	A	0	5	0	0	0	0	-9999	No remarks
2011-08-15	SIL4_110815	SIL4	B	0	5	0	0	0	0	-9999	No remarks
2011-08-15	SIL4_110815	SIL4	C	0	5	0	0	0	0	-9999	No remarks
2011-08-15	SIL4_110815	SIL4	D	0	5	0	0	0	0	-9999	No remarks
2011-08-15	SIL2_110815	SIL2	A	0	6	0	0	0	0	-9999	No remarks
2011-08-15	SIL2_110815	SIL2	B	0	6	0	0	0	0	-9999	No remarks
2011-08-15	SIL2_110815	SIL2	C	0	6	0	0	0	0	-9999	No remarks
2011-08-15	SIL2_110815	SIL2	D	0	6	0	0	0	0	-9999	No remarks
2011-08-15	SIL3_110815	SIL3	A	0	2	0	0	0	0	-9999	No remarks
2011-08-15	SIL3_110815	SIL3	B	0	2	0	0	0	0	-9999	No remarks
2011-08-15	SIL3_110815	SIL3	C	0	2	0	0	0	0	-9999	No remarks
2011-08-15	SIL3_110815	SIL3	D	0	2	0	0	0	0	-9999	No remarks
2011-08-23	SIL1_110823	SIL1	A	0	4	0	0	0	0	-9999	No remarks
2011-08-23	SIL1_110823	SIL1	B	0	4	0	0	0	0	-9999	No remarks
2011-08-23	SIL1_110823	SIL1	C	0	4	0	0	0	0	-9999	No remarks
2011-08-23	SIL1_110823	SIL1	D	0	4	0	0	0	0	-9999	No remarks
2011-08-23	SIL4_110823	SIL4	A	0	1	0	0	0	0	-9999	No remarks
2011-08-23	SIL4_110823	SIL4	B	0	1	0	0	0	0	-9999	No remarks
2011-08-23	SIL4_110823	SIL4	C	0	1	0	0	0	0	-9999	No remarks
2011-08-23	SIL4_110823	SIL4	D	0	1	0	0	0	0	-9999	No remarks
2011-08-23	SIL2_110823	SIL2	A	0	2	0	0	0	0	-9999	No remarks
2011-08-23	SIL2_110823	SIL2	B	0	2	0	0	0	0	-9999	No remarks
2011-08-23	SIL2_110823	SIL2	C	0	2	0	0	0	0	-9999	No remarks
2011-08-23	SIL2_110823	SIL2	D	0	2	0	0	0	0	-9999	No remarks
2011-08-23	SIL3_110823	SIL3	A	0	5	0	0	0	0	-9999	No remarks
2011-08-23	SIL3_110823	SIL3	B	0	5	0	0	0	0	-9999	No remarks
2011-08-23	SIL3_110823	SIL3	C	0	5	0	0	0	0	-9999	No remarks
