LastName;FirstName;DatasetID;Dataset;SpeciesName;AccSpeciesID;AccSpeciesName;ObservationID;ObsDataID;TraitID;TraitName;DataID;DataName;OriglName;OrigValueStr;OrigUnitStr;ValueKindName;OrigUncertaintyStr;UncertaintyName;Replicates;StdValue;UnitName;RelUncertaintyPercent;OrigObsDataID;ErrorRisk;Reference;Comment
Zanne;Amy;280;Global Woodiness Database;Saxifraga urbionica;96971;Saxifraga urbionica;2043865;16557684;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga virginiensis;96972;Saxifraga virginiensis;2043867;16557688;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifraga wahlenbergii;96973;Saxifraga wahlenbergii;2043868;16557690;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Zanne;Amy;280;Global Woodiness Database;Saxifragella bicuspidata;96975;Saxifragella bicuspidata;2043870;16557694;38;Plant woodiness;43;Woodiness;woodiness;H;;;;;;;;;;;Zanne, A.E., Tank, D.C., Cornwell, W.K., Eastman, J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., Moles, A.T., O'Meara, B.C., Royer, D.L., Wright, I.J., Aarssen, L., Bertin, R.I., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Reich, P.B., Sargent, R., Soltis, D.E., Soltis, P.S., Stevens, P.F., Swenson, N.G., Warman, L., Westoby, M., Beaulieu, J.M. Three keys to the radiation of angiosperms into freezing environments. (2013) Nature. doi:10.1038/nature12872;
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4399258;47962080;38;Plant woodiness;43;Woodiness;Plant growth form_Woodiness;non-woody;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Whether plant is woody or non-woody, according to the categorical traits data package from the TRY database: Kattge, J., Bonisch, G., Gunther, A., Wright, I., Zanne, A., Wirth, C., Reich, P.B. and the TRY Consortium (2012) TRY - Categorical Traits Dataset. Data from: TRY - a global database of plant traits. TRY File Archive https://www.try-db.org/TryWeb/Data.php#3
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga tenuis;96969;Saxifraga tenuis;4448134;49712116;38;Plant woodiness;43;Woodiness;Plant growth form_Woodiness;non-woody;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Whether plant is woody or non-woody, according to the categorical traits data package from the TRY database: Kattge, J., Bonisch, G., Gunther, A., Wright, I., Zanne, A., Wirth, C., Reich, P.B. and the TRY Consortium (2012) TRY - Categorical Traits Dataset. Data from: TRY - a global database of plant traits. TRY File Archive https://www.try-db.org/TryWeb/Data.php#3
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga foliolosa;96931;Saxifraga foliolosa;4448129;49711994;38;Plant woodiness;43;Woodiness;Plant growth form_Woodiness;non-woody;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Whether plant is woody or non-woody, according to the categorical traits data package from the TRY database: Kattge, J., Bonisch, G., Gunther, A., Wright, I., Zanne, A., Wirth, C., Reich, P.B. and the TRY Consortium (2012) TRY - Categorical Traits Dataset. Data from: TRY - a global database of plant traits. TRY File Archive https://www.try-db.org/TryWeb/Data.php#3
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4448128;49711971;38;Plant woodiness;43;Woodiness;Plant growth form_Woodiness;non-woody;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Whether plant is woody or non-woody, according to the categorical traits data package from the TRY database: Kattge, J., Bonisch, G., Gunther, A., Wright, I., Zanne, A., Wirth, C., Reich, P.B. and the TRY Consortium (2012) TRY - Categorical Traits Dataset. Data from: TRY - a global database of plant traits. TRY File Archive https://www.try-db.org/TryWeb/Data.php#3
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Papaver chelidoniaefolium;92446;Papaver chelidoniifolium;4485438;50211419;38;Plant woodiness;43;Woodiness;Woodiness;non-woody;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Saxifraga hieracifolia;96936;Saxifraga hieraciifolia;4486205;50218352;38;Plant woodiness;43;Woodiness;Woodiness;non-woody;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Saxifraga continentalis;96933;Saxifraga fragosoi;4486216;50218448;38;Plant woodiness;43;Woodiness;Woodiness;non-woody;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Harrimanella stelleriana;78118;Cassiope stelleriana;4489056;50246260;38;Plant woodiness;43;Woodiness;Woodiness;woody;;;;;;;;;;;unpub.;
Blonder;Benjamin;226;Leaf Structure, Venation and Economic Spectrum;Saxifraga rhomboidea;96958;Saxifraga rhomboidea;1659426;11295537;;;59;Latitude;Latitude;39.10403;;;;;;39.10403;;;;;Blonder, B., Buzzard, B., Sloat, L., Simova, I., Lipson, R., Boyle, B., Enquist, B. (2012) The shrinkage effect biases estimates of paleoclimate. American Journal of Botany. 99.11 1756-1763;
Blonder;Benjamin;226;Leaf Structure, Venation and Economic Spectrum;Saxifraga rhomboidea;96958;Saxifraga rhomboidea;1659427;11295550;;;59;Latitude;Latitude;39.10403;;;;;;39.10403;;;;;Blonder, B., Buzzard, B., Sloat, L., Simova, I., Lipson, R., Boyle, B., Enquist, B. (2012) The shrinkage effect biases estimates of paleoclimate. American Journal of Botany. 99.11 1756-1763;
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4399258;47962084;;;59;Latitude;Latitude_main;77.75;decimal_degrees;;;;;77.75;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;"The single latitude value that best describes the data collection location. This is, in order of priority: a single latitude reported in the original study; the average of a minimum and maximum latitude reported in the original study; or an estimated latitude based on the study location."
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4448128;49711974;;;59;Latitude;Latitude_main;79;decimal_degrees;;;;;79;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;"The single latitude value that best describes the data collection location. This is, in order of priority: a single latitude reported in the original study; the average of a minimum and maximum latitude reported in the original study; or an estimated latitude based on the study location."
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga foliolosa;96931;Saxifraga foliolosa;4448129;49711997;;;59;Latitude;Latitude_main;79;decimal_degrees;;;;;79;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;"The single latitude value that best describes the data collection location. This is, in order of priority: a single latitude reported in the original study; the average of a minimum and maximum latitude reported in the original study; or an estimated latitude based on the study location."
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga tenuis;96969;Saxifraga tenuis;4448134;49712119;;;59;Latitude;Latitude_main;79;decimal_degrees;;;;;79;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;"The single latitude value that best describes the data collection location. This is, in order of priority: a single latitude reported in the original study; the average of a minimum and maximum latitude reported in the original study; or an estimated latitude based on the study location."
Blonder;Benjamin;226;Leaf Structure, Venation and Economic Spectrum;Saxifraga rhomboidea;96958;Saxifraga rhomboidea;1659426;11295538;;;60;Longitude;Longitude;-106.44092;;;;;;-106.44092;;;;;Blonder, B., Buzzard, B., Sloat, L., Simova, I., Lipson, R., Boyle, B., Enquist, B. (2012) The shrinkage effect biases estimates of paleoclimate. American Journal of Botany. 99.11 1756-1763;
Blonder;Benjamin;226;Leaf Structure, Venation and Economic Spectrum;Saxifraga rhomboidea;96958;Saxifraga rhomboidea;1659427;11295551;;;60;Longitude;Longitude;-106.44092;;;;;;-106.44092;;;;;Blonder, B., Buzzard, B., Sloat, L., Simova, I., Lipson, R., Boyle, B., Enquist, B. (2012) The shrinkage effect biases estimates of paleoclimate. American Journal of Botany. 99.11 1756-1763;
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4399258;47962085;;;60;Longitude;Longitude_Main;-101.166667;decimal_degrees;;;;;-101.166667;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;"The single longitude value that best describes the collection location. This is, in order of priority: a single latitude reported in the original study; the average of a minimum and maximum latitude reported in the original study; or an estimated latitude based on the study location."
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4448128;49711975;;;60;Longitude;Longitude_Main;-76;decimal_degrees;;;;;-76;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;"The single longitude value that best describes the collection location. This is, in order of priority: a single latitude reported in the original study; the average of a minimum and maximum latitude reported in the original study; or an estimated latitude based on the study location."
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga foliolosa;96931;Saxifraga foliolosa;4448129;49711998;;;60;Longitude;Longitude_Main;-76;decimal_degrees;;;;;-76;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;"The single longitude value that best describes the collection location. This is, in order of priority: a single latitude reported in the original study; the average of a minimum and maximum latitude reported in the original study; or an estimated latitude based on the study location."
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga tenuis;96969;Saxifraga tenuis;4448134;49712120;;;60;Longitude;Longitude_Main;-76;decimal_degrees;;;;;-76;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;"The single longitude value that best describes the collection location. This is, in order of priority: a single latitude reported in the original study; the average of a minimum and maximum latitude reported in the original study; or an estimated latitude based on the study location."
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4399258;47962095;;;61;Altitude;Elevation;20;m;;;;;20;m;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Elevation of data collection location.
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga flagellaris WILLD.;96929;Saxifraga flagellaris;1715045;12178932;;;113;Reference / source;reference;Warming E. 1909. The structure and biology of Arctic flowering plants IV. Saxifragaceae. Meddel ...;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga flagellaris WILLD.;96929;Saxifraga flagellaris;1715046;12178962;;;113;Reference / source;reference;Serebriakov I.G. 1962. Ecological morphology of plants [in russian]. Nauka, Moskva :;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga retusa GOUAN;96957;Saxifraga retusa;1715063;12179435;;;113;Reference / source;reference;Rauh W. 1939. ‹ber polsterfˆrmigen Wuchs. Acta Nova Leopoldina, Halle 7/49: 267-508;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4399258;47962075;;;113;Reference / source;Data source_Citation;Bell KL, Bliss LC. 1978. Root growth in a polar semidesert environment. Canadian Journal of Bot ...;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Long-form citation of contributing data source.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4448128;49711967;;;113;Reference / source;Data source_Citation;Stewart J, Freedman B. 1994. Biomass allocation in ten Saxifraga species in the high arctic. In ...;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Long-form citation of contributing data source.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga foliolosa;96931;Saxifraga foliolosa;4448129;49711990;;;113;Reference / source;Data source_Citation;Stewart J, Freedman B. 1994. Biomass allocation in ten Saxifraga species in the high arctic. In ...;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Long-form citation of contributing data source.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga tenuis;96969;Saxifraga tenuis;4448134;49712112;;;113;Reference / source;Data source_Citation;Stewart J, Freedman B. 1994. Biomass allocation in ten Saxifraga species in the high arctic. In ...;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Long-form citation of contributing data source.
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Papaver chelidoniaefolium;92446;Papaver chelidoniifolium;4485438;50211412;;;115;Species phylogenic group;TRY30_PhylogeneticGroup;Angiosperm_Magnoliid;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Saxifraga hieracifolia;96936;Saxifraga hieraciifolia;4486205;50218347;;;115;Species phylogenic group;TRY30_PhylogeneticGroup;Angiosperm_Eudicotyl;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Saxifraga continentalis;96933;Saxifraga fragosoi;4486216;50218443;;;115;Species phylogenic group;TRY30_PhylogeneticGroup;Angiosperm_Eudicotyl;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Harrimanella stelleriana;78118;Cassiope stelleriana;4489056;50246252;;;115;Species phylogenic group;TRY30_PhylogeneticGroup;Angiosperm_Eudicotyl;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Papaver chelidoniaefolium;92446;Papaver chelidoniifolium;4485438;50211414;;;192;Plant growth form reference;PlantGrowthFormSource;http://en.wikipedia.org/wiki/Papaveraceae;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Saxifraga hieracifolia;96936;Saxifraga hieraciifolia;4486205;50218349;;;192;Plant growth form reference;PlantGrowthFormSource;http://delta-intkey.com/angio/www/saxifrag.htm;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Saxifraga continentalis;96933;Saxifraga fragosoi;4486216;50218445;;;192;Plant growth form reference;PlantGrowthFormSource;http://delta-intkey.com/angio/www/saxifrag.htm;;;;;;;;;;;unpub.;
G¸nther;Angela;460;TRY Categorical Traits Dataset (update 2018);Harrimanella stelleriana;78118;Cassiope stelleriana;4489056;50246254;;;192;Plant growth form reference;PlantGrowthFormSource;http://plants.usda.gov/core/profile?symbol=HAST3;;;;;;;;;;;unpub.;
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4399258;47962094;;;193;Vegetation type / Biome;Climate_Koeppen-Geiger classification;ET;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Three-letter Koeppen-Geiger climate designation, according to the main latitude and longitude and referenced against classifications from Kottek, M., J. Grieser, C. Beck, B. Rudolf, and F. Rubel, 2006: World Map of the Koppen-Geiger climate classification updated. Meteorol. Z., 15, 259-263. DOI: 10.1127/0941-2948/2006/0130.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4448128;49711984;;;193;Vegetation type / Biome;Climate_Koeppen-Geiger classification;ET;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Three-letter Koeppen-Geiger climate designation, according to the main latitude and longitude and referenced against classifications from Kottek, M., J. Grieser, C. Beck, B. Rudolf, and F. Rubel, 2006: World Map of the Koppen-Geiger climate classification updated. Meteorol. Z., 15, 259-263. DOI: 10.1127/0941-2948/2006/0130.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga foliolosa;96931;Saxifraga foliolosa;4448129;49712007;;;193;Vegetation type / Biome;Climate_Koeppen-Geiger classification;ET;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Three-letter Koeppen-Geiger climate designation, according to the main latitude and longitude and referenced against classifications from Kottek, M., J. Grieser, C. Beck, B. Rudolf, and F. Rubel, 2006: World Map of the Koppen-Geiger climate classification updated. Meteorol. Z., 15, 259-263. DOI: 10.1127/0941-2948/2006/0130.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga tenuis;96969;Saxifraga tenuis;4448134;49712129;;;193;Vegetation type / Biome;Climate_Koeppen-Geiger classification;ET;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Three-letter Koeppen-Geiger climate designation, according to the main latitude and longitude and referenced against classifications from Kottek, M., J. Grieser, C. Beck, B. Rudolf, and F. Rubel, 2006: World Map of the Koppen-Geiger climate classification updated. Meteorol. Z., 15, 259-263. DOI: 10.1127/0941-2948/2006/0130.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4399258;47962097;;;235;Comments, notes, methods;Notes_Miscellaneous notes;Plant species categorical data not found in TRY database.;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Miscellaneous information about data in row. Notes pertaining specifically to location or soil may be located in Notes_Location [F01221] or Notes_Soil type [F00983] instead.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4448128;49711986;;;235;Comments, notes, methods;Notes_Miscellaneous notes;Plant species categorical data not found in TRY database.;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Miscellaneous information about data in row. Notes pertaining specifically to location or soil may be located in Notes_Location [F01221] or Notes_Soil type [F00983] instead.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga foliolosa;96931;Saxifraga foliolosa;4448129;49712009;;;235;Comments, notes, methods;Notes_Miscellaneous notes;Plant species categorical data not found in TRY database.;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Miscellaneous information about data in row. Notes pertaining specifically to location or soil may be located in Notes_Location [F01221] or Notes_Soil type [F00983] instead.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga tenuis;96969;Saxifraga tenuis;4448134;49712131;;;235;Comments, notes, methods;Notes_Miscellaneous notes;Plant species categorical data not found in TRY database.;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Miscellaneous information about data in row. Notes pertaining specifically to location or soil may be located in Notes_Location [F01221] or Notes_Soil type [F00983] instead.
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga squarrosa SIEBER;96965;Saxifraga squarrosa;1717343;12237669;;;241;Measurement date / sampling date;date;1.8.1996;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Klimesova;Jitka;243;CLO-PLA : a Database of Clonal Growth in Plants;Saxifraga tenuis (WAHLENB.) HARRY SM. ex LINDM.;96969;Saxifraga tenuis;1717348;12237809;;;241;Measurement date / sampling date;date;25.7.2003;;;;;;;;;;;Klimesova J. & de Bello F. CLO-PLA: the database of clonal and bud bank traits of Central European flora. Journal of Vegetation Science 20: 511-516.;
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4399258;47962089;;;327;Exposition;Notes_In situ, pot, or hydroponic;in situ;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Whether plant was studied in field or grown under controlled conditions.
Iversen;Colleen;339;FRED - Fine Root Ecology Database;Saxifraga flagellaris;96929;Saxifraga flagellaris;4448128;49711979;;;327;Exposition;Notes_In situ, pot, or hydroponic;in situ;;;;;;;;;;;Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.;Whether plant was studied in field or grown under controlled conditions.
