Date	Plot	Section	Buds	Flowers	Senescent	Open	TotalFlowering	TotalCount	Field_Remarks	General_remarks
2002-08-26	Sax3	D	0	0	0	26	-9999	NA	No remarks	No remarks
2002-08-26	Sax1	A	0	4	5	40	-9999	NA	No remarks	No remarks
2002-08-26	Sax2	B	0	0	0	30	-9999	NA	No remarks	No remarks
2002-08-26	Sax2	C	0	0	0	50	-9999	NA	No remarks	No remarks
2002-08-26	Sax2	D	0	3	0	47	-9999	NA	No remarks	No remarks
2002-08-26	Sax3	A	0	0	2	20	-9999	NA	No remarks	No remarks
2003-06-03	Sax1	A	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax2	C	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax2	D	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax3	A	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax3	B	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax1	B	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax1	C	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax1	D	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax2	A	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax2	B	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax3	C	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-03	Sax3	D	0	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax1	C	50	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax1	D	50	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax2	A	22	1	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax2	B	17	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax3	C	50	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax3	D	44	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax1	A	50	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax1	B	49	1	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax2	C	50	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax2	D	50	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax3	A	42	0	0	0	-9999	NA	No remarks	No remarks
2003-06-10	Sax3	B	46	0	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax1	A	1	49	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax1	B	0	50	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax1	C	0	50	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax2	D	21	29	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax3	A	6	44	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax3	B	5	45	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax3	C	2	48	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax1	D	1	49	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax2	A	4	46	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax2	B	4	44	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax2	C	4	46	0	0	-9999	NA	No remarks	No remarks
2003-06-17	Sax3	D	0	50	0	0	-9999	NA	No remarks	No remarks
2003-06-21	Sax1	D	-9999	-9999	-9999	-9999	186	TOTALCOUNT	No remarks	No remarks
2003-06-21	Sax1	A	-9999	-9999	-9999	-9999	460	TOTALCOUNT	No remarks	No remarks
2003-06-21	Sax1	B	-9999	-9999	-9999	-9999	464	TOTALCOUNT	No remarks	No remarks
2003-06-21	Sax1	C	-9999	-9999	-9999	-9999	103	TOTALCOUNT	No remarks	No remarks
2003-06-24	Sax1	A	1	44	7	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax1	B	0	38	12	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax1	C	0	36	14	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax2	D	0	50	0	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax3	A	3	46	1	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax3	B	3	45	2	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax3	C	0	44	6	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax3	D	0	31	19	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax1	D	0	32	18	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax2	A	0	40	4	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax2	B	0	42	2	0	-9999	NA	No remarks	No remarks
2003-06-24	Sax2	C	0	18	32	0	-9999	NA	No remarks	No remarks
2003-06-27	Sax3	A	-9999	-9999	-9999	-9999	127	TOTALCOUNT	No remarks	No remarks
2003-06-27	Sax3	B	-9999	-9999	-9999	-9999	105	TOTALCOUNT	No remarks	No remarks
2003-06-27	Sax3	C	-9999	-9999	-9999	-9999	217	TOTALCOUNT	No remarks	No remarks
2003-06-27	Sax3	D	-9999	-9999	-9999	-9999	60	TOTALCOUNT	No remarks	No remarks
2003-06-27	Sax2	A	-9999	-9999	-9999	-9999	44	TOTALCOUNT	No remarks	No remarks
2003-06-27	Sax2	B	-9999	-9999	-9999	-9999	48	TOTALCOUNT	No remarks	No remarks
2003-06-27	Sax2	C	-9999	-9999	-9999	-9999	142	TOTALCOUNT	No remarks	No remarks
2003-06-27	Sax2	D	-9999	-9999	-9999	-9999	327	TOTALCOUNT	No remarks	No remarks
2003-07-01	Sax2	A	0	1	37	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax2	B	0	10	37	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax2	C	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax2	D	0	11	39	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax1	A	1	9	40	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax1	B	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax1	C	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax1	D	0	3	47	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax3	A	0	3	47	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax3	B	0	8	42	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax3	C	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-01	Sax3	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax1	A	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax1	B	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax1	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax1	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax2	A	0	0	44	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax3	B	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax3	C	0	2	48	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax3	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax2	B	0	0	48	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax2	C	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax2	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-08	Sax3	A	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax1	A	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax2	B	0	0	42	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax2	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax2	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax3	A	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax1	B	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax1	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax1	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax2	A	0	0	40	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax3	B	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax3	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-15	Sax3	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax1	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax1	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax2	A	0	0	40	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax2	B	0	0	39	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax3	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax3	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax1	A	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax1	B	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax2	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax2	D	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax3	A	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-22	Sax3	B	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax1	A	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax1	B	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax2	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax2	D	0	1	49	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax3	A	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax3	B	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax1	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax1	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax2	A	0	0	38	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax2	B	0	0	35	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax3	C	0	0	50	0	-9999	NA	No remarks	No remarks
2003-07-29	Sax3	D	0	0	50	0	-9999	NA	No remarks	No remarks
2003-08-05	Sax1	D	0	0	31	19	-9999	NA	No remarks	No remarks
2003-08-05	Sax2	A	0	0	38	6	-9999	NA	No remarks	No remarks
2003-08-05	Sax2	B	0	0	34	8	-9999	NA	No remarks	No remarks
2003-08-05	Sax2	C	0	0	38	12	-9999	NA	No remarks	No remarks
2003-08-05	Sax3	D	0	0	48	2	-9999	NA	No remarks	No remarks
2003-08-05	Sax1	A	0	0	45	5	-9999	NA	No remarks	No remarks
2003-08-05	Sax1	B	0	0	27	23	-9999	NA	No remarks	No remarks
2003-08-05	Sax1	C	0	0	25	25	-9999	NA	No remarks	No remarks
2003-08-05	Sax2	D	0	1	47	2	-9999	NA	No remarks	No remarks
2003-08-05	Sax3	A	0	0	47	3	-9999	NA	No remarks	No remarks
2003-08-05	Sax3	B	0	0	28	22	-9999	NA	No remarks	No remarks
2003-08-05	Sax3	C	0	0	47	3	-9999	NA	No remarks	No remarks
2003-08-12	Sax1	A	0	0	6	44	-9999	NA	No remarks	No remarks
2003-08-12	Sax1	B	0	0	1	49	-9999	NA	No remarks	No remarks
2003-08-12	Sax1	C	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-12	Sax2	D	0	0	27	23	-9999	NA	No remarks	No remarks
2003-08-12	Sax3	A	0	0	15	35	-9999	NA	No remarks	No remarks
2003-08-12	Sax3	B	0	0	11	39	-9999	NA	No remarks	No remarks
2003-08-12	Sax3	C	0	0	7	43	-9999	NA	No remarks	No remarks
2003-08-12	Sax3	D	0	0	17	33	-9999	NA	No remarks	No remarks
2003-08-12	Sax1	D	0	0	2	48	-9999	NA	No remarks	No remarks
2003-08-12	Sax2	A	0	0	18	24	-9999	NA	No remarks	No remarks
2003-08-12	Sax2	B	0	0	18	23	-9999	NA	No remarks	No remarks
2003-08-12	Sax2	C	0	0	16	34	-9999	NA	No remarks	No remarks
2003-08-19	Sax2	A	0	0	3	37	-9999	NA	No remarks	No remarks
2003-08-19	Sax2	B	0	2	5	36	-9999	NA	No remarks	No remarks
2003-08-19	Sax2	C	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-19	Sax2	D	0	0	5	45	-9999	NA	No remarks	No remarks
2003-08-19	Sax1	A	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-19	Sax1	B	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-19	Sax1	C	0	0	1	49	-9999	NA	No remarks	No remarks
2003-08-19	Sax1	D	0	0	4	46	-9999	NA	No remarks	No remarks
2003-08-19	Sax3	A	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-19	Sax3	B	1	0	0	49	-9999	NA	No remarks	No remarks
2003-08-19	Sax3	C	1	0	0	49	-9999	NA	No remarks	No remarks
2003-08-19	Sax3	D	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-26	Sax1	A	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-26	Sax1	B	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-26	Sax1	C	0	1	0	49	-9999	NA	No remarks	No remarks
2003-08-26	Sax1	D	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-26	Sax3	A	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-26	Sax3	B	0	1	0	49	-9999	NA	No remarks	No remarks
2003-08-26	Sax3	C	0	1	0	49	-9999	NA	No remarks	No remarks
2003-08-26	Sax3	D	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-26	Sax2	A	0	0	0	36	-9999	NA	No remarks	No remarks
2003-08-26	Sax2	B	0	2	0	41	-9999	NA	No remarks	No remarks
2003-08-26	Sax2	C	0	0	0	50	-9999	NA	No remarks	No remarks
2003-08-26	Sax2	D	0	0	1	49	-9999	NA	No remarks	No remarks
2004-06-02	Sax1	A	40	10	0	0	-9999	NA	No remarks	No remarks
2004-06-02	Sax2	B	18	14	0	0	-9999	NA	No remarks	No remarks
2004-06-02	Sax2	C	46	4	0	0	-9999	NA	No remarks	No remarks
2004-06-02	Sax2	D	39	11	0	0	-9999	NA	No remarks	No remarks
2004-06-02	Sax3	A	21	29	0	0	-9999	NA	No remarks	Much wind-blown gravel in plot
2004-06-02	Sax1	B	32	18	0	0	-9999	NA	No remarks	No remarks
2004-06-02	Sax1	C	43	7	0	0	-9999	NA	No remarks	No remarks
2004-06-02	Sax1	D	34	16	0	0	-9999	NA	No remarks	No remarks
2004-06-02	Sax2	A	23	12	0	0	-9999	NA	No remarks	No remarks
2004-06-02	Sax3	B	4	46	0	0	-9999	NA	No remarks	Much wind-blown gravel in plot
2004-06-02	Sax3	C	42	12	0	0	-9999	NA	No remarks	Much wind-blown gravel in plot
2004-06-02	Sax3	D	11	41	0	0	-9999	NA	No remarks	Much wind-blown gravel in plot
2004-06-03	Sax1	B	33	17	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax1	C	34	16	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax1	D	41	9	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax2	A	33	10	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax3	B	5	45	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax3	C	47	24	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax3	D	1	49	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax1	A	28	22	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax2	B	39	17	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax2	C	34	16	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax2	D	38	12	0	0	-9999	NA	No remarks	No remarks
2004-06-03	Sax3	A	10	40	0	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax1	A	10	42	1	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax1	B	10	42	4	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax2	C	2	57	12	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax2	D	4	52	4	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax3	A	3	76	0	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax3	B	14	24	20	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax1	C	3	49	6	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax1	D	15	36	2	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax2	A	2	53	1	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax2	B	3	59	0	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax3	C	5	69	0	0	-9999	NA	No remarks	No remarks
2004-06-10	Sax3	D	2	56	12	0	-9999	NA	No remarks	No remarks
2004-06-12	Sax1	C	-9999	-9999	-9999	-9999	170	TOTALCOUNT	No remarks	No remarks
2004-06-12	Sax1	D	-9999	-9999	-9999	-9999	75	TOTALCOUNT	No remarks	No remarks
2004-06-12	Sax2	A	-9999	-9999	-9999	-9999	56	TOTALCOUNT	No remarks	No remarks
2004-06-12	Sax2	B	-9999	-9999	-9999	-9999	100	TOTALCOUNT	No remarks	No remarks
2004-06-12	Sax1	A	-9999	-9999	-9999	-9999	105	TOTALCOUNT	No remarks	No remarks
2004-06-12	Sax1	B	-9999	-9999	-9999	-9999	113	TOTALCOUNT	No remarks	No remarks
2004-06-12	Sax2	C	-9999	-9999	-9999	-9999	197	TOTALCOUNT	No remarks	No remarks
2004-06-12	Sax2	D	-9999	-9999	-9999	-9999	231	TOTALCOUNT	No remarks	No remarks
2004-06-15	Sax3	D	-9999	-9999	-9999	-9999	79	TOTALCOUNT	No remarks	Aborted flowers (max 2%) are included
2004-06-15	Sax3	A	-9999	-9999	-9999	-9999	223	TOTALCOUNT	No remarks	Aborted flowers (max 2%) are included
2004-06-15	Sax3	B	-9999	-9999	-9999	-9999	178	TOTALCOUNT	No remarks	Aborted flowers (max 2%) are included
2004-06-15	Sax3	C	-9999	-9999	-9999	-9999	129	TOTALCOUNT	No remarks	Aborted flowers (max 2%) are included
2004-06-17	Sax1	A	0	33	24	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax1	B	0	2	26	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax1	C	3	24	33	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax2	D	0	22	36	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax3	A	0	4	57	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax3	B	0	16	48	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax3	C	0	22	56	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax1	D	2	30	26	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax2	A	0	30	18	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax2	B	0	31	38	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax2	C	0	25	36	0	-9999	NA	No remarks	No remarks
2004-06-17	Sax3	D	0	3	49	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax1	D	0	2	37	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax2	A	0	0	54	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax2	B	0	2	60	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax2	C	0	0	52	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax1	A	0	3	41	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax1	B	0	2	35	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax1	C	0	2	41	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax2	D	0	1	53	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax3	A	0	0	87	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax3	B	0	13	147	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax3	C	0	6	52	0	-9999	NA	No remarks	No remarks
2004-06-24	Sax3	D	0	0	57	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax1	A	0	2	49	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax1	B	0	2	45	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax1	C	0	0	52	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax1	D	0	2	48	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax3	A	0	0	52	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax3	B	0	1	54	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax3	C	0	2	48	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax3	D	0	0	67	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax2	A	0	0	62	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax2	B	0	1	50	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax2	C	0	0	51	0	-9999	NA	No remarks	No remarks
2004-07-01	Sax2	D	0	0	57	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax2	A	0	0	43	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax2	B	0	0	50	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax2	C	0	0	52	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax2	D	0	0	50	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax1	A	0	0	50	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax1	B	0	0	17	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax1	C	0	0	50	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax1	D	0	2	44	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax3	A	0	0	50	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax3	B	0	0	52	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax3	C	0	0	62	0	-9999	NA	No remarks	No remarks
2004-07-08	Sax3	D	0	0	60	0	-9999	NA	No remarks	No remarks
2004-07-15	Sax3	B	0	0	31	19	-9999	NA	Open capsules look dry and withered	No remarks
2004-07-15	Sax3	C	0	0	57	0	-9999	NA	No remarks	No remarks
2004-07-15	Sax3	D	0	0	58	0	-9999	NA	No remarks	No remarks
2004-07-15	Sax3	A	0	0	50	1	-9999	NA	No remarks	No remarks
2004-07-16	Sax1	A	0	0	50	0	-9999	NA	No remarks	No remarks
2004-07-16	Sax2	B	0	0	49	0	-9999	NA	No remarks	No remarks
2004-07-16	Sax2	C	0	0	82	0	-9999	NA	No remarks	No remarks
2004-07-16	Sax2	D	0	2	49	1	-9999	NA	No remarks	No remarks
2004-07-16	Sax1	B	0	0	10	2	-9999	NA	No remarks	No remarks
2004-07-16	Sax1	C	0	0	24	11	-9999	NA	No remarks	No remarks
2004-07-16	Sax1	D	0	0	26	1	-9999	NA	No remarks	No remarks
2004-07-16	Sax2	A	0	0	47	3	-9999	NA	No remarks	No remarks
2004-07-22	Sax1	A	0	0	42	9	-9999	NA	No remarks	No remarks
2004-07-22	Sax2	B	0	0	48	7	-9999	NA	No remarks	No remarks
2004-07-22	Sax2	C	0	0	53	1	-9999	NA	No remarks	No remarks
2004-07-22	Sax2	D	0	0	66	4	-9999	NA	No remarks	No remarks
2004-07-22	Sax3	A	0	0	26	24	-9999	NA	No remarks	No remarks
2004-07-22	Sax3	B	0	1	22	38	-9999	NA	No remarks	No remarks
2004-07-22	Sax1	B	0	0	22	11	-9999	NA	No remarks	No remarks
2004-07-22	Sax1	C	0	0	23	24	-9999	NA	No remarks	No remarks
2004-07-22	Sax1	D	0	0	10	18	-9999	NA	No remarks	No remarks
2004-07-22	Sax2	A	0	0	40	7	-9999	NA	No remarks	No remarks
2004-07-22	Sax3	C	0	0	6	49	-9999	NA	No remarks	No remarks
2004-07-22	Sax3	D	0	0	61	2	-9999	NA	No remarks	No remarks
2004-07-29	Sax1	C	0	0	2	51	-9999	NA	No remarks	No remarks
2004-07-29	Sax1	D	0	0	4	39	-9999	NA	No remarks	No remarks
2004-07-29	Sax2	A	0	0	15	30	-9999	NA	No remarks	No remarks
2004-07-29	Sax2	B	0	0	15	36	-9999	NA	No remarks	No remarks
2004-07-29	Sax3	C	0	1	9	46	-9999	NA	No remarks	No remarks
2004-07-29	Sax3	D	0	0	42	20	-9999	NA	No remarks	No remarks
2004-07-29	Sax1	A	0	0	4	40	-9999	NA	No remarks	No remarks
2004-07-29	Sax1	B	0	0	0	28	-9999	NA	No remarks	No remarks
2004-07-29	Sax2	C	0	0	17	39	-9999	NA	No remarks	No remarks
2004-07-29	Sax2	D	0	0	20	30	-9999	NA	No remarks	No remarks
2004-07-29	Sax3	A	0	0	19	39	-9999	NA	No remarks	No remarks
2004-07-29	Sax3	B	0	1	10	41	-9999	NA	No remarks	No remarks
2004-08-05	Sax1	A	0	0	0	57	-9999	NA	No remarks	No remarks
2004-08-05	Sax1	B	0	0	0	38	-9999	NA	No remarks	No remarks
2004-08-05	Sax2	C	0	0	0	62	-9999	NA	No remarks	No remarks
2004-08-05	Sax2	D	0	0	0	51	-9999	NA	No remarks	No remarks
2004-08-05	Sax3	A	0	0	1	51	-9999	NA	No remarks	No remarks
2004-08-05	Sax3	B	0	0	5	54	-9999	NA	No remarks	No remarks
2004-08-05	Sax3	C	2	2	0	53	-9999	NA	No remarks	No remarks
2004-08-05	Sax1	C	0	0	0	50	-9999	NA	No remarks	No remarks
2004-08-05	Sax1	D	0	0	4	45	-9999	NA	No remarks	No remarks
2004-08-05	Sax2	A	0	0	0	42	-9999	NA	No remarks	No remarks
2004-08-05	Sax2	B	0	0	0	51	-9999	NA	No remarks	No remarks
2004-08-05	Sax3	D	0	0	6	54	-9999	NA	No remarks	No remarks
2004-08-12	Sax1	D	0	0	0	47	-9999	NA	No remarks	No remarks
2004-08-12	Sax2	A	0	0	0	42	-9999	NA	No remarks	No remarks
2004-08-12	Sax2	B	1	2	0	51	-9999	NA	No remarks	No remarks
2004-08-12	Sax2	C	0	0	0	62	-9999	NA	No remarks	No remarks
2004-08-12	Sax3	D	0	0	0	53	-9999	NA	No remarks	No remarks
2004-08-12	Sax1	A	0	0	0	50	-9999	NA	No remarks	No remarks
2004-08-12	Sax1	B	0	0	0	50	-9999	NA	No remarks	No remarks
2004-08-12	Sax1	C	0	0	0	38	-9999	NA	No remarks	No remarks
2004-08-12	Sax2	D	0	0	0	51	-9999	NA	No remarks	No remarks
2004-08-12	Sax3	A	0	0	0	50	-9999	NA	No remarks	No remarks
2004-08-12	Sax3	B	0	0	1	53	-9999	NA	No remarks	No remarks
2004-08-12	Sax3	C	0	2	2	59	-9999	NA	No remarks	No remarks
2004-08-19	Sax3	A	-9999	-9999	-9999	-9999	-9999	NA	No remarks	No remarks
2004-08-19	Sax3	B	-9999	-9999	-9999	-9999	-9999	NA	No remarks	No remarks
2004-08-19	Sax3	C	1	2	2	0	-9999	NA	2nd flowering	No remarks
2004-08-19	Sax3	D	-9999	-9999	-9999	-9999	-9999	NA	No remarks	No remarks
2004-08-26	Sax3	A	-9999	-9999	-9999	-9999	-9999	NA	No remarks	No remarks
2004-08-26	Sax3	B	-9999	-9999	-9999	-9999	-9999	NA	No remarks	No remarks
2004-08-26	Sax3	C	-9999	-9999	-9999	-9999	-9999	NA	No remarks	No remarks
2004-08-26	Sax3	D	-9999	-9999	-9999	-9999	-9999	NA	No remarks	No remarks
2004-08-26	Sax2	A	0	0	0	-9999	-9999	NA	No remarks	No remarks
2004-08-26	Sax2	B	0	2	2	-9999	-9999	NA	No remarks	No remarks
2004-08-26	Sax2	C	0	1	0	-9999	-9999	NA	No remarks	No remarks
2004-08-26	Sax2	D	1	1	0	-9999	-9999	NA	No remarks	No remarks
2005-05-20	Sax2	A	4	0	0	0	-9999	NA	No remarks	No remarks
2005-05-20	Sax2	B	0	0	0	0	-9999	NA	No remarks	No remarks
2005-05-20	Sax2	C	11	0	0	0	-9999	NA	No remarks	No remarks
