Date	Photo_no	Observer	Plot	Section	Snow	Cloud_cover	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Remarks
2010-08-31	LOI3_100831	JoNy/KaRa	LOI3	C	0	8	47	0	0	47	-9999	No remarks
2010-08-31	LOI3_100831	JoNy/KaRa	LOI3	D	0	8	93	0	0	93	-9999	No remarks
2010-08-31	LOI4_100831	JoNy/KaRa	LOI4	A	0	8	48	0	0	48	-9999	No remarks
2010-08-31	LOI4_100831	JoNy/KaRa	LOI4	B	0	8	100	0	0	100	-9999	No remarks
2010-08-31	LOI4_100831	JoNy/KaRa	LOI4	C	0	8	19	0	0	19	-9999	No remarks
2010-08-31	LOI4_100831	JoNy/KaRa	LOI4	D	0	8	43	0	0	43	-9999	No remarks
2010-09-10	LOI1_100910	JoNy	LOI1	A	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI1_100910	JoNy	LOI1	B	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI1_100910	JoNy	LOI1	C	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI1_100910	JoNy	LOI1	D	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI2_100910	JoNy	LOI2	A	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI2_100910	JoNy	LOI2	B	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI2_100910	JoNy	LOI2	C	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI2_100910	JoNy	LOI2	D	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI3_100910	JoNy	LOI3	A	0	8	13	0	0	13	-9999	No remarks
2010-09-10	LOI3_100910	JoNy	LOI3	B	0	8	0	0	0	0	-9999	No remarks
2010-09-10	LOI3_100910	JoNy	LOI3	C	0	8	45	0	0	45	-9999	No remarks
2010-09-10	LOI3_100910	JoNy	LOI3	D	0	8	93	0	0	93	-9999	No remarks
2010-09-10	LOI4_100910	JoNy	LOI4	A	0	8	46	0	0	46	-9999	No remarks
2010-09-10	LOI4_100910	JoNy	LOI4	B	0	8	100	0	0	100	-9999	No remarks
2010-09-10	LOI4_100910	JoNy	LOI4	C	0	8	15	0	0	15	-9999	No remarks
2010-09-10	LOI4_100910	JoNy	LOI4	D	0	8	43	0	0	43	-9999	No remarks
2010-09-15	LOI1_100915	JoNy	LOI1	A	0	7	100	0	0	100	-9999	No remarks
2010-09-15	LOI1_100915	JoNy	LOI1	B	0	7	100	1	0	101	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI1_100915	JoNy	LOI1	C	0	7	100	0	0	100	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI1_100915	JoNy	LOI1	D	0	7	100	0	0	100	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI2_100915	JoNy	LOI2	A	0	7	100	0	0	100	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI2_100915	JoNy	LOI2	B	0	7	100	0	0	100	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI2_100915	JoNy	LOI2	C	0	7	100	0	0	100	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI2_100915	JoNy	LOI2	D	0	7	100	0	0	100	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI3_100915	JoNy	LOI3	A	0	8	13	0	0	13	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI3_100915	JoNy	LOI3	B	0	8	0	0	0	0	-9999	No remarks
2010-09-15	LOI3_100915	JoNy	LOI3	C	0	8	45	0	0	45	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI3_100915	JoNy	LOI3	D	0	8	93	0	0	93	-9999	Leaves are starting to turn yellow. No flowers.
2010-09-15	LOI4_100915	JoNy	LOI4	A	0	8	46	0	0	46	-9999	No remarks
2010-09-15	LOI4_100915	JoNy	LOI4	B	0	8	100	0	0	100	-9999	No remarks
2010-09-15	LOI4_100915	JoNy	LOI4	C	0	8	15	0	0	15	-9999	No remarks
2010-09-15	LOI4_100915	JoNy	LOI4	D	0	8	43	0	0	43	-9999	No remarks
2010-09-24	LOI1_100924	JoNy	LOI1	A	0	8	100	0	0	100	-9999	No remarks
2010-09-24	LOI1_100924	JoNy	LOI1	B	0	8	100	1	0	101	-9999	No remarks
2010-09-24	LOI1_100924	JoNy	LOI1	C	0	8	100	0	0	100	-9999	No remarks
2010-09-24	LOI1_100924	JoNy	LOI1	D	0	8	100	0	0	100	-9999	No remarks
2010-09-24	LOI2_100924	JoNy	LOI2	A	0	8	100	0	0	100	-9999	No remarks
2010-09-24	LOI2_100924	JoNy	LOI2	B	0	8	100	0	0	100	-9999	No remarks
2010-09-24	LOI2_100924	JoNy	LOI2	C	0	8	100	0	0	100	-9999	No remarks
2010-09-24	LOI2_100924	JoNy	LOI2	D	0	8	100	0	0	100	-9999	No remarks
2010-09-24	LOI3_100924	JoNy	LOI3	A	0	8	12	0	0	12	-9999	No remarks
2010-09-24	LOI3_100924	JoNy	LOI3	B	0	8	0	0	0	0	-9999	No remarks
2010-09-24	LOI3_100924	JoNy	LOI3	C	0	8	40	0	0	40	-9999	No remarks
2010-09-24	LOI3_100924	JoNy	LOI3	D	0	8	90	0	0	90	-9999	No remarks
2010-09-24	LOI4_100924	JoNy	LOI4	A	0	8	40	0	0	40	-9999	No remarks
2010-09-24	LOI4_100924	JoNy	LOI4	B	0	8	100	0	0	100	-9999	No remarks
2010-09-24	LOI4_100924	JoNy	LOI4	C	0	8	15	0	0	15	-9999	No remarks
2010-09-24	LOI4_100924	JoNy	LOI4	D	0	8	40	0	0	40	-9999	No remarks
2010-09-30	LOI1_100930	KaRa/PiBr	LOI1	A	0	1	100	0	0	100	-9999	No remarks
2010-09-30	LOI1_100930	KaRa/PiBr	LOI1	B	0	1	100	0	0	100	-9999	No remarks
2010-09-30	LOI1_100930	KaRa/PiBr	LOI1	C	0	1	100	0	0	100	-9999	No remarks
2010-09-30	LOI1_100930	KaRa/PiBr	LOI1	D	0	1	100	0	0	100	-9999	No remarks
2010-09-30	LOI2_100930	KaRa/PiBr	LOI2	A	0	3	100	0	0	100	-9999	No remarks
2010-09-30	LOI2_100930	KaRa/PiBr	LOI2	B	0	3	100	0	0	100	-9999	No remarks
2010-09-30	LOI2_100930	KaRa/PiBr	LOI2	C	0	3	100	0	0	100	-9999	No remarks
2010-09-30	LOI2_100930	KaRa/PiBr	LOI2	D	0	3	100	0	0	100	-9999	No remarks
2010-09-30	LOI3_100930	KaRa/PiBr	LOI3	A	0	3	4	0	0	4	-9999	No remarks
2010-09-30	LOI3_100930	KaRa/PiBr	LOI3	B	0	3	2	0	0	2	-9999	No remarks
2010-09-30	LOI3_100930	KaRa/PiBr	LOI3	C	0	3	51	0	0	51	-9999	No remarks
2010-09-30	LOI3_100930	KaRa/PiBr	LOI3	D	0	3	100	0	0	100	-9999	No remarks
2010-09-30	LOI4_100930	KaRa/PiBr	LOI4	A	0	3	72	0	0	72	-9999	No remarks
2010-09-30	LOI4_100930	KaRa/PiBr	LOI4	B	0	3	100	0	0	100	-9999	No remarks
2010-09-30	LOI4_100930	KaRa/PiBr	LOI4	C	0	3	12	0	0	12	-9999	No remarks
2010-09-30	LOI4_100930	KaRa/PiBr	LOI4	D	0	3	75	0	0	75	-9999	No remarks
2011-06-10	LOI1_110610	KaRa	LOI1	A	100	6	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	LOI1_110610	KaRa	LOI1	B	90	6	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	LOI1_110610	KaRa	LOI1	C	25	6	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	LOI1_110610	KaRa	LOI1	D	90	6	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	LOI2_110610	KaRa	LOI2	A	95	8	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	LOI2_110610	KaRa	LOI2	B	25	8	0	0	0	0	-9999	No remarks
2011-06-10	LOI2_110610	KaRa	LOI2	C	0	8	100	0	0	100	-9999	No remarks
2011-06-10	LOI2_110610	KaRa	LOI2	D	50	8	0	0	0	0	-9999	No remarks
2011-06-10	LOI3_110610	KaRa	LOI3	A	100	8	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	LOI3_110610	KaRa	LOI3	B	95	8	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	LOI3_110610	KaRa	LOI3	C	25	8	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	LOI3_110610	KaRa	LOI3	D	40	8	49	0	0	49	-9999	No remarks
2011-06-10	LOI4_110610	KaRa	LOI4	A	0	8	100	0	0	100	-9999	No remarks
2011-06-10	LOI4_110610	KaRa	LOI4	B	0	8	100	0	0	100	-9999	No remarks
2011-06-10	LOI4_110610	KaRa	LOI4	C	0	8	82	0	0	82	-9999	No remarks
2011-06-10	LOI4_110610	KaRa	LOI4	D	0	8	100	0	0	100	-9999	No remarks
2011-06-15	LOI1_110615	KaRa	LOI1	A	0	2	100	0	0	100	-9999	No remarks
2011-06-15	LOI1_110615	KaRa	LOI1	B	0	2	100	0	0	100	-9999	No remarks
2011-06-15	LOI1_110615	KaRa	LOI1	C	0	2	100	0	0	100	-9999	No remarks
2011-06-15	LOI1_110615	KaRa	LOI1	D	0	2	82	0	0	82	-9999	No remarks
2011-06-15	LOI2_110615	KaRa	LOI2	A	0	7	100	0	0	100	-9999	No remarks
2011-06-15	LOI2_110615	KaRa	LOI2	B	0	7	100	0	0	100	-9999	No remarks
2011-06-15	LOI2_110615	KaRa	LOI2	C	0	7	100	0	0	100	-9999	No remarks
2011-06-15	LOI2_110615	KaRa	LOI2	D	0	7	100	0	0	100	-9999	No remarks
2011-06-15	LOI3_110615	KaRa	LOI3	A	0	7	3	0	0	3	-9999	No remarks
2011-06-15	LOI3_110615	KaRa	LOI3	B	0	7	0	0	0	0	-9999	No remarks
2011-06-15	LOI3_110615	KaRa	LOI3	C	0	7	25	0	0	25	-9999	No remarks
2011-06-15	LOI3_110615	KaRa	LOI3	D	0	7	100	0	0	100	-9999	No remarks
2011-06-15	LOI4_110615	KaRa	LOI4	A	0	6	100	0	0	100	-9999	No remarks
2011-06-15	LOI4_110615	KaRa	LOI4	B	0	6	100	0	0	100	-9999	No remarks
2011-06-15	LOI4_110615	KaRa	LOI4	C	0	6	100	0	0	100	-9999	No remarks
2011-06-15	LOI4_110615	KaRa	LOI4	D	0	6	85	0	0	85	-9999	No remarks
2011-06-22	LOI1_110622	KaRa	LOI1	A	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI1_110622	KaRa	LOI1	B	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI1_110622	KaRa	LOI1	C	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI1_110622	KaRa	LOI1	D	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI2_110622	KaRa	LOI2	A	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI2_110622	KaRa	LOI2	B	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI2_110622	KaRa	LOI2	C	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI2_110622	KaRa	LOI2	D	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI3_110622	KaRa	LOI3	A	0	0	17	0	0	17	-9999	No remarks
2011-06-22	LOI3_110622	KaRa	LOI3	B	0	0	4	0	0	4	-9999	No remarks
2011-06-22	LOI3_110622	KaRa	LOI3	C	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI3_110622	KaRa	LOI3	D	0	0	100	0	0	100	-9999	No remarks
2011-06-22	LOI4_110622	KaRa	LOI4	A	0	0	95	5	0	100	-9999	No remarks
2011-06-22	LOI4_110622	KaRa	LOI4	B	0	0	90	10	0	100	-9999	No remarks
2011-06-22	LOI4_110622	KaRa	LOI4	C	0	0	78	12	0	90	-9999	No remarks
2011-06-22	LOI4_110622	KaRa	LOI4	D	0	0	82	18	0	100	-9999	No remarks
2011-06-28	LOI1_110628	KaRa	LOI1	A	0	7	24	0	0	24	-9999	No remarks
2011-06-28	LOI1_110628	KaRa	LOI1	B	0	7	2	0	0	2	-9999	No remarks
2011-06-28	LOI1_110628	KaRa	LOI1	C	0	7	11	0	0	11	-9999	No remarks
2011-06-28	LOI1_110628	KaRa	LOI1	D	0	7	16	0	0	16	-9999	No remarks
2011-06-28	LOI2_110628	KaRa	LOI2	A	0	5	100	0	0	100	-9999	No remarks
2011-06-28	LOI2_110628	KaRa	LOI2	B	0	5	2	0	0	2	-9999	No remarks
2011-06-28	LOI2_110628	KaRa	LOI2	C	0	5	84	0	0	84	-9999	No remarks
2011-06-28	LOI2_110628	KaRa	LOI2	D	0	5	100	0	0	100	-9999	No remarks
2011-06-28	LOI3_110628	KaRa	LOI3	A	0	5	10	0	0	10	-9999	No remarks
2011-06-28	LOI3_110628	KaRa	LOI3	B	0	5	1	0	0	1	-9999	No remarks
2011-06-28	LOI3_110628	KaRa	LOI3	C	0	5	6	0	0	6	-9999	No remarks
2011-06-28	LOI3_110628	KaRa	LOI3	D	0	5	9	0	0	9	-9999	No remarks
2011-06-28	LOI4_110628	KaRa	LOI4	A	0	5	44	7	0	51	-9999	No remarks
2011-06-28	LOI4_110628	KaRa	LOI4	B	0	5	42	6	0	48	-9999	No remarks
2011-06-28	LOI4_110628	KaRa	LOI4	C	0	5	1	0	0	1	-9999	No remarks
2011-06-28	LOI4_110628	KaRa	LOI4	D	0	5	13	2	0	15	-9999	No remarks
2011-07-12	LOI1_110712	KaRa/LaNy	LOI1	A	0	7	1	0	0	1	-9999	Clouds high and thin
2011-07-12	LOI1_110712	KaRa/LaNy	LOI1	B	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI1_110712	KaRa/LaNy	LOI1	C	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI1_110712	KaRa/LaNy	LOI1	D	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI2_110712	KaRa/LaNy	LOI2	A	0	6	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI2_110712	KaRa/LaNy	LOI2	B	0	6	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI2_110712	KaRa/LaNy	LOI2	C	0	6	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI2_110712	KaRa/LaNy	LOI2	D	0	6	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI3_110712	KaRa/LaNy	LOI3	A	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI3_110712	KaRa/LaNy	LOI3	B	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI3_110712	KaRa/LaNy	LOI3	C	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI3_110712	KaRa/LaNy	LOI3	D	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI4_110712	KaRa/LaNy	LOI4	A	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI4_110712	KaRa/LaNy	LOI4	B	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI4_110712	KaRa/LaNy	LOI4	C	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-12	LOI4_110712	KaRa/LaNy	LOI4	D	0	7	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI1_110721	KaRa	LOI1	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI1_110721	KaRa	LOI1	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI1_110721	KaRa	LOI1	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI1_110721	KaRa	LOI1	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI2_110721	KaRa	LOI2	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI2_110721	KaRa	LOI2	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI2_110721	KaRa	LOI2	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI2_110721	KaRa	LOI2	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI3_110721	KaRa	LOI3	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI3_110721	KaRa	LOI3	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI3_110721	KaRa	LOI3	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI3_110721	KaRa	LOI3	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI4_110721	KaRa	LOI4	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI4_110721	KaRa	LOI4	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI4_110721	KaRa	LOI4	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-07-21	LOI4_110721	KaRa	LOI4	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI1_110803	KaRa	LOI1	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI1_110803	KaRa	LOI1	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI1_110803	KaRa	LOI1	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI1_110803	KaRa	LOI1	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI2_110803	KaRa	LOI2	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI2_110803	KaRa	LOI2	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI2_110803	KaRa	LOI2	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI2_110803	KaRa	LOI2	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI3_110803	KaRa	LOI3	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI3_110803	KaRa	LOI3	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI3_110803	KaRa	LOI3	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI3_110803	KaRa	LOI3	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI4_110803	KaRa	LOI4	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI4_110803	KaRa	LOI4	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI4_110803	KaRa	LOI4	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-03	LOI4_110803	KaRa	LOI4	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI1_110809	KaRa/LaNy	LOI1	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI1_110809	KaRa/LaNy	LOI1	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI1_110809	KaRa/LaNy	LOI1	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI1_110809	KaRa/LaNy	LOI1	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI2_110809	KaRa/LaNy	LOI2	A	0	4	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI2_110809	KaRa/LaNy	LOI2	B	0	4	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI2_110809	KaRa/LaNy	LOI2	C	0	4	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI2_110809	KaRa/LaNy	LOI2	D	0	4	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI3_110809	KaRa/LaNy	LOI3	A	0	5	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI3_110809	KaRa/LaNy	LOI3	B	0	5	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI3_110809	KaRa/LaNy	LOI3	C	0	5	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI3_110809	KaRa/LaNy	LOI3	D	0	5	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI4_110809	KaRa/LaNy	LOI4	A	0	5	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI4_110809	KaRa/LaNy	LOI4	B	0	5	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI4_110809	KaRa/LaNy	LOI4	C	0	5	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-09	LOI4_110809	KaRa/LaNy	LOI4	D	0	5	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI1_110815	KaRa	LOI1	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI1_110815	KaRa	LOI1	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI1_110815	KaRa	LOI1	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI1_110815	KaRa	LOI1	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI2_110815	KaRa	LOI2	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI2_110815	KaRa	LOI2	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI2_110815	KaRa	LOI2	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI2_110815	KaRa	LOI2	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI3_110815	KaRa	LOI3	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI3_110815	KaRa	LOI3	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI3_110815	KaRa	LOI3	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI3_110815	KaRa	LOI3	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI4_110815	KaRa	LOI4	A	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI4_110815	KaRa	LOI4	B	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI4_110815	KaRa	LOI4	C	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-15	LOI4_110815	KaRa	LOI4	D	0	8	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI1_110823	LaNy	LOI1	A	0	4	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI1_110823	LaNy	LOI1	B	0	4	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI1_110823	LaNy	LOI1	C	0	4	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI1_110823	LaNy	LOI1	D	0	4	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI2_110823	LaNy	LOI2	A	0	3	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI2_110823	LaNy	LOI2	B	0	3	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI2_110823	LaNy	LOI2	C	0	3	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI2_110823	LaNy	LOI2	D	0	3	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI3_110823	LaNy	LOI3	A	0	2	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI3_110823	LaNy	LOI3	B	0	2	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI3_110823	LaNy	LOI3	C	0	2	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI3_110823	LaNy	LOI3	D	0	2	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI4_110823	LaNy	LOI4	A	0	2	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI4_110823	LaNy	LOI4	B	0	2	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI4_110823	LaNy	LOI4	C	0	2	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-23	LOI4_110823	LaNy	LOI4	D	0	2	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI1_110831	KaRa	LOI1	A	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI1_110831	KaRa	LOI1	B	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI1_110831	KaRa	LOI1	C	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI1_110831	KaRa	LOI1	D	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI2_110831	KaRa	LOI2	A	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI2_110831	KaRa	LOI2	B	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI2_110831	KaRa	LOI2	C	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI2_110831	KaRa	LOI2	D	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI3_110831	KaRa	LOI3	A	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI3_110831	KaRa	LOI3	B	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI3_110831	KaRa	LOI3	C	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI3_110831	KaRa	LOI3	D	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
2011-08-31	LOI4_110831	KaRa	LOI4	A	0	0	0	0	0	0	-9999	All flowering parts eaten by Eurois occulta larvae
