Date	Photo_no	Plot	Section	Snow	Cloud_cover	Buds	Male_flowers	Female_flowers	Seed_hairs	Total_Male	Total_Female	TotalCount	Remarks
2010-08-11	SAL1_100811	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-11	SAL2_100811	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-11	SAL2_100811	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-12	SAL3_100812	SAL3	A	0	2	0	0	38	5	0	43	-9999	No remarks
2010-08-12	SAL3_100812	SAL3	B	0	2	0	0	75	7	0	82	-9999	No remarks
2010-08-12	SAL3_100812	SAL3	C	0	2	0	0	30	5	0	35	-9999	No remarks
2010-08-12	SAL4_100812	SAL4	D	0	1	0	0	0	0	0	0	-9999	No remarks
2010-08-12	SAL3_100812	SAL3	D	0	2	0	0	17	11	0	28	-9999	No remarks
2010-08-12	SAL4_100812	SAL4	A	0	1	0	0	0	0	0	0	-9999	No remarks
2010-08-12	SAL4_100812	SAL4	B	0	1	0	0	0	0	0	0	-9999	No remarks
2010-08-12	SAL4_100812	SAL4	C	0	1	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL1_100816	SAL1	A	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL1_100816	SAL1	B	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL1_100816	SAL1	C	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL2_100816	SAL2	D	0	2	0	0	59	9	0	68	-9999	No remarks
2010-08-16	SAL3_100816	SAL3	A	0	2	0	0	33	7	0	40	-9999	No remarks
2010-08-16	SAL3_100816	SAL3	B	0	2	0	0	65	13	0	78	-9999	No remarks
2010-08-16	SAL3_100816	SAL3	C	0	2	0	0	22	8	0	30	-9999	No remarks
2010-08-16	SAL1_100816	SAL1	D	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL2_100816	SAL2	A	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL2_100816	SAL2	B	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL2_100816	SAL2	C	0	2	0	0	14	1	0	15	-9999	No remarks
2010-08-16	SAL3_100816	SAL3	D	0	2	0	0	9	5	0	14	-9999	No remarks
2010-08-16	SAL4_100816	SAL4	A	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL4_100816	SAL4	B	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL4_100816	SAL4	C	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-16	SAL4_100816	SAL4	D	0	2	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL1_100825	SAL1	A	0	7	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL1_100825	SAL1	B	0	7	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL1_100825	SAL1	C	0	7	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL1_100825	SAL1	D	0	7	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL3_100825	SAL3	A	0	4	0	0	37	7	0	44	-9999	No remarks
2010-08-25	SAL3_100825	SAL3	B	0	4	0	0	64	14	0	78	-9999	No remarks
2010-08-25	SAL3_100825	SAL3	C	0	4	0	0	12	18	0	30	-9999	No remarks
2010-08-25	SAL3_100825	SAL3	D	0	4	0	0	25	5	0	30	-9999	No remarks
2010-08-25	SAL2_100825	SAL2	A	0	7	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL2_100825	SAL2	B	0	7	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL2_100825	SAL2	C	0	7	0	0	9	6	0	15	-9999	No remarks
2010-08-25	SAL2_100825	SAL2	D	0	7	0	0	46	22	0	68	-9999	No remarks
2010-08-25	SAL4_100825	SAL4	A	0	1	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL4_100825	SAL4	B	0	1	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL4_100825	SAL4	C	0	1	0	0	0	0	0	0	-9999	No remarks
2010-08-25	SAL4_100825	SAL4	D	0	1	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL1_100831	SAL1	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL1_100831	SAL1	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL1_100831	SAL1	C	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL1_100831	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL3_100831	SAL3	B	0	8	0	0	45	30	0	75	-9999	No remarks
2010-08-31	SAL3_100831	SAL3	C	0	8	0	0	19	17	0	36	-9999	No remarks
2010-08-31	SAL3_100831	SAL3	D	0	8	0	0	19	13	0	32	-9999	No remarks
2010-08-31	SAL4_100831	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL2_100831	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL2_100831	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL2_100831	SAL2	C	0	8	0	0	7	6	0	13	-9999	No remarks
2010-08-31	SAL2_100831	SAL2	D	0	8	0	0	41	7	0	48	-9999	No remarks
2010-08-31	SAL3_100831	SAL3	A	0	8	0	0	19	8	0	27	-9999	No remarks
2010-08-31	SAL4_100831	SAL4	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL4_100831	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2010-08-31	SAL4_100831	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL1_100910	SAL1	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL1_100910	SAL1	C	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL1_100910	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL2_100910	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL3_100910	SAL3	B	0	8	0	0	17	54	0	71	-9999	No remarks
2010-09-10	SAL3_100910	SAL3	C	0	8	0	0	7	18	0	25	-9999	No remarks
2010-09-10	SAL3_100910	SAL3	D	0	8	0	0	9	16	0	25	-9999	No remarks
2010-09-10	SAL4_100910	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL4_100910	SAL4	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL1_100910	SAL1	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL2_100910	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL2_100910	SAL2	C	0	8	0	0	3	12	0	15	-9999	No remarks
2010-09-10	SAL2_100910	SAL2	D	0	8	0	0	33	32	0	65	-9999	No remarks
2010-09-10	SAL3_100910	SAL3	A	0	8	0	0	10	34	0	44	-9999	No remarks
2010-09-10	SAL4_100910	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-10	SAL4_100910	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL1_100915	SAL1	C	0	7	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL1_100915	SAL1	D	0	7	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL2_100915	SAL2	A	0	7	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL2_100915	SAL2	B	0	7	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL3_100915	SAL3	C	0	8	0	0	15	22	0	37	-9999	No remarks
2010-09-15	SAL3_100915	SAL3	D	0	8	0	0	10	18	0	28	-9999	No remarks
2010-09-15	SAL4_100915	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL4_100915	SAL4	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL1_100915	SAL1	A	0	7	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL1_100915	SAL1	B	0	7	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL2_100915	SAL2	C	0	7	0	0	2	16	0	18	-9999	No remarks
2010-09-15	SAL2_100915	SAL2	D	0	7	0	0	20	35	0	55	-9999	No remarks
2010-09-15	SAL3_100915	SAL3	A	0	8	0	0	10	37	0	47	-9999	No remarks
2010-09-15	SAL3_100915	SAL3	B	0	8	0	0	25	62	0	87	-9999	No remarks
2010-09-15	SAL4_100915	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-15	SAL4_100915	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL1_100924	SAL1	C	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL1_100924	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL2_100924	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL2_100924	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL2_100924	SAL2	C	0	8	0	0	3	14	0	17	-9999	No remarks
2010-09-24	SAL3_100924	SAL3	D	0	8	0	0	4	20	0	24	-9999	No remarks
2010-09-24	SAL4_100924	SAL4	A	0	4	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL4_100924	SAL4	B	0	4	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL4_100924	SAL4	C	0	4	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL1_100924	SAL1	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL1_100924	SAL1	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-09-24	SAL2_100924	SAL2	D	0	8	0	0	9	24	0	33	-9999	No remarks
2010-09-24	SAL3_100924	SAL3	A	0	8	0	0	6	28	0	34	-9999	No remarks
2010-09-24	SAL3_100924	SAL3	B	0	8	0	0	7	45	0	52	-9999	No remarks
2010-09-24	SAL3_100924	SAL3	C	0	8	0	0	6	22	0	28	-9999	No remarks
2010-09-24	SAL4_100924	SAL4	D	0	4	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL1_100930	SAL1	D	0	3	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL2_100930	SAL2	A	0	3	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL2_100930	SAL2	B	0	3	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL2_100930	SAL2	C	0	3	0	0	0	7	0	7	-9999	No remarks
2010-09-30	SAL3_100930	SAL3	D	0	3	0	0	4	11	0	15	-9999	No remarks
2010-09-30	SAL4_100930	SAL4	A	0	0	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL4_100930	SAL4	B	0	0	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL4_100930	SAL4	C	0	0	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL4_100930	SAL4	D	0	0	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL1_100930	SAL1	A	0	3	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL1_100930	SAL1	B	0	3	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL1_100930	SAL1	C	0	3	0	0	0	0	0	0	-9999	No remarks
2010-09-30	SAL2_100930	SAL2	D	0	3	0	0	7	21	0	28	-9999	No remarks
2010-09-30	SAL3_100930	SAL3	A	0	3	0	0	3	24	0	27	-9999	No remarks
2010-09-30	SAL3_100930	SAL3	B	0	3	0	0	1	33	0	34	-9999	No remarks
2010-09-30	SAL3_100930	SAL3	C	0	3	0	0	1	17	0	18	-9999	No remarks
2010-10-06	NA	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2010-10-06	NA	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2010-10-06	NA	SAL2	C	0	8	0	0	0	6	0	6	-9999	No remarks
2010-10-06	NA	SAL2	D	0	8	0	0	0	20	0	20	-9999	No remarks
2010-10-06	NA	SAL1	A	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2010-10-06	NA	SAL1	B	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2010-10-06	NA	SAL1	C	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2010-10-06	NA	SAL1	D	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2010-10-06	NA	SAL3	A	0	8	0	0	2	16	0	18	-9999	No remarks
2010-10-06	NA	SAL3	B	0	8	0	0	1	33	0	34	-9999	No remarks
2010-10-06	NA	SAL3	C	0	8	0	0	1	10	0	11	-9999	No remarks
2010-10-06	NA	SAL3	D	0	8	0	0	2	15	0	17	-9999	No remarks
2010-10-06	NA	SAL4	A	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2010-10-06	NA	SAL4	B	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2010-10-06	NA	SAL4	C	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2010-10-06	NA	SAL4	D	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	NA	SAL2	A	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	NA	SAL2	B	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	NA	SAL2	C	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	NA	SAL2	D	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	SAL4_110610	SAL4	A	0	6	0	0	0	0	0	0	-9999	100 buds, could be leaf buds
2011-06-10	SAL4_110610	SAL4	B	0	6	0	0	0	0	0	0	-9999	100 buds, could be leaf buds
2011-06-10	SAL4_110610	SAL4	C	0	6	0	0	0	0	0	0	-9999	100 buds, could be leaf buds
2011-06-10	SAL4_110610	SAL4	D	0	6	0	0	0	0	0	0	-9999	100 buds, could be leaf buds
2011-06-10	SAL1_110610	SAL1	A	75	6	0	0	0	0	0	0	-9999	No remarks
2011-06-10	SAL1_110610	SAL1	B	95	6	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-10	SAL1_110610	SAL1	C	40	6	0	0	0	0	0	0	-9999	No remarks
2011-06-10	SAL1_110610	SAL1	D	5	6	0	0	0	0	0	0	-9999	No remarks
2011-06-10	SAL3_110610	SAL3	A	0	8	0	0	0	0	0	0	-9999	29 buds, could be leaf buds
2011-06-10	SAL3_110610	SAL3	B	0	8	0	0	0	0	0	0	-9999	20 buds, could be leaf buds
2011-06-10	SAL3_110610	SAL3	C	0	8	0	0	0	0	0	0	-9999	4 buds, could be leaf buds
2011-06-10	SAL3_110610	SAL3	D	0	8	0	0	0	0	0	0	-9999	19 buds, could be leaf buds
2011-06-15	SAL1_110615	SAL1	A	0	1	0	0	0	0	0	0	-9999	No remarks
2011-06-15	SAL2_110615	SAL2	A	0	6	0	0	0	0	0	0	-9999	No remarks
2011-06-15	SAL2_110615	SAL2	B	0	6	0	0	0	0	0	0	-9999	No remarks
2011-06-15	SAL2_110615	SAL2	C	0	6	0	0	0	0	0	0	-9999	No remarks
2011-06-15	SAL2_110615	SAL2	D	0	6	0	0	0	0	0	0	-9999	Many buds, could be leaf buds; 10 larvae on one plant
2011-06-15	SAL3_110615	SAL3	A	0	3	0	0	0	0	0	0	-9999	No remarks
2011-06-15	NA	SAL4	B	0	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-15	NA	SAL4	C	0	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-15	NA	SAL4	D	0	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-15	SAL1_110615	SAL1	B	0	1	0	0	0	0	0	0	-9999	No remarks
2011-06-15	SAL1_110615	SAL1	C	0	1	0	0	0	0	0	0	-9999	No remarks
2011-06-15	SAL1_110615	SAL1	D	0	1	0	0	0	0	0	0	-9999	No remarks
2011-06-15	SAL3_110615	SAL3	B	0	3	0	0	0	0	0	0	-9999	No remarks
2011-06-15	SAL3_110615	SAL3	C	0	3	0	0	0	0	0	0	-9999	Many larvae
2011-06-15	SAL3_110615	SAL3	D	0	3	0	0	0	0	0	0	-9999	Many buds, could be leaf buds
2011-06-15	NA	SAL4	A	0	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2011-06-22	SAL1_110622	SAL1	A	0	0	0	0	0	0	0	0	-9999	Salix seems dead
2011-06-22	SAL1_110622	SAL1	B	0	0	0	0	0	0	0	0	-9999	Salix seems dead
2011-06-22	SAL1_110622	SAL1	C	0	0	0	0	0	0	0	0	-9999	Salix seems dead
2011-06-22	SAL2_110622	SAL2	B	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL2_110622	SAL2	C	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL2_110622	SAL2	D	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL3_110622	SAL3	A	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL4_110622	SAL4	B	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL4_110622	SAL4	C	0	0	1	0	0	0	1	0	-9999	No remarks
2011-06-22	SAL4_110622	SAL4	D	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL1_110622	SAL1	D	0	0	0	0	0	0	0	0	-9999	Salix seems dead
2011-06-22	SAL2_110622	SAL2	A	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL3_110622	SAL3	B	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL3_110622	SAL3	C	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL3_110622	SAL3	D	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-22	SAL4_110622	SAL4	A	0	0	0	0	0	0	0	0	-9999	No remarks
2011-06-28	SAL1_110628	SAL1	A	0	8	0	0	0	0	0	0	-9999	Many larvae in plot - not especially on Salix
2011-06-28	SAL1_110628	SAL1	B	0	8	0	0	0	0	0	0	-9999	Many larvae in plot - not especially on Salix
2011-06-28	SAL1_110628	SAL1	C	0	8	0	0	0	0	0	0	-9999	Many larvae in plot - not especially on Salix
2011-06-28	SAL1_110628	SAL1	D	0	8	0	0	0	0	0	0	-9999	Many larvae in plot - not especially on Salix
2011-06-28	SAL2_110628	SAL2	A	0	6	0	0	0	0	0	0	-9999	No remarks
2011-06-28	SAL2_110628	SAL2	C	0	6	0	0	0	0	0	0	-9999	No remarks
2011-06-28	SAL2_110628	SAL2	D	0	6	0	0	0	0	0	0	-9999	17 leafbuds on one Salix with 9 larvae
2011-06-28	SAL3_110628	SAL3	A	0	7	0	0	0	0	0	0	-9999	Many larvae
2011-06-28	SAL3_110628	SAL3	B	0	7	0	0	0	0	0	0	-9999	Many larvae
2011-06-28	SAL4_110628	SAL4	C	0	5	0	0	0	0	0	0	-9999	No remarks
2011-06-28	SAL4_110628	SAL4	D	0	5	0	0	0	0	0	0	-9999	Fox feces at D stick
2011-06-28	SAL2_110628	SAL2	B	0	6	0	0	0	0	0	0	-9999	No remarks
2011-06-28	SAL3_110628	SAL3	C	0	7	0	0	0	0	0	0	-9999	Many larvae
2011-06-28	SAL3_110628	SAL3	D	0	7	0	0	0	0	0	0	-9999	Many larvae
2011-06-28	SAL4_110628	SAL4	A	0	5	1	0	0	0	1	0	-9999	Signs of herbivory by insects
2011-06-28	SAL4_110628	SAL4	B	0	5	0	0	0	0	0	0	-9999	Signs of herbivory by insects
2011-07-12	SAL1_110712	SAL1	A	0	7	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL1_110712	SAL1	B	0	7	0	0	0	0	0	0	-9999	No remarks
2011-07-12	SAL2_110712	SAL2	D	0	5	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL1_110712	SAL1	C	0	7	0	0	0	0	0	0	-9999	No remarks
2011-07-12	SAL1_110712	SAL1	D	0	7	0	0	0	0	0	0	-9999	No remarks
2011-07-12	SAL2_110712	SAL2	A	0	5	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL2_110712	SAL2	B	0	5	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL3_110712	SAL3	A	0	8	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL3_110712	SAL3	B	0	8	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL3_110712	SAL3	C	0	8	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL4_110712	SAL4	D	0	6	0	0	0	0	0	0	-9999	Few leaf shoots
2011-07-12	SAL2_110712	SAL2	C	0	5	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL3_110712	SAL3	D	0	8	0	0	0	0	0	0	-9999	Few larvae
2011-07-12	SAL4_110712	SAL4	A	0	6	0	0	0	0	0	0	-9999	Few leaf shoots
2011-07-12	SAL4_110712	SAL4	B	0	6	0	0	0	0	0	0	-9999	No remarks
2011-07-12	SAL4_110712	SAL4	C	0	6	0	0	0	0	0	0	-9999	No remarks
2011-07-21	SAL1_110721	SAL1	A	0	8	0	0	0	0	0	0	-9999	few larvae
2011-07-21	SAL1_110721	SAL1	B	0	8	0	0	0	0	0	0	-9999	few larvae
2011-07-21	SAL1_110721	SAL1	C	0	8	0	0	0	0	0	0	-9999	few larvae
2011-07-21	SAL2_110721	SAL2	D	0	8	0	0	0	0	0	0	-9999	Few larvae
2011-07-21	SAL3_110721	SAL3	A	0	8	0	0	0	0	0	0	-9999	No remarks
2011-07-21	SAL3_110721	SAL3	B	0	8	0	0	0	0	0	0	-9999	No remarks
2011-07-21	SAL1_110721	SAL1	D	0	8	0	0	0	0	0	0	-9999	few larvae
2011-07-21	SAL2_110721	SAL2	A	0	8	0	0	0	0	0	0	-9999	Few larvae
2011-07-21	SAL2_110721	SAL2	B	0	8	0	0	0	0	0	0	-9999	Few larvae
2011-07-21	SAL2_110721	SAL2	C	0	8	0	0	0	0	0	0	-9999	Few larvae
2011-07-21	SAL3_110721	SAL3	D	0	8	0	0	0	0	0	0	-9999	No remarks
2011-07-21	SAL3_110721	SAL3	C	0	8	0	0	0	0	0	0	-9999	No remarks
2011-07-21	SAL4_110721	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2011-07-21	SAL4_110721	SAL4	B	0	8	0	0	0	0	0	0	-9999	No remarks
2011-07-21	SAL4_110721	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2011-07-21	SAL4_110721	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-03	SAL1_110803	SAL1	A	0	8	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-03	SAL1_110803	SAL1	B	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-03	SAL1_110803	SAL1	C	0	8	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-03	SAL1_110803	SAL1	D	0	8	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-03	SAL3_110803	SAL3	A	0	8	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-03	SAL3_110803	SAL3	B	0	8	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-03	SAL3_110803	SAL3	C	0	8	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-03	SAL3_110803	SAL3	D	0	8	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-03	SAL2_110803	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-03	SAL2_110803	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-03	SAL2_110803	SAL2	C	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-03	SAL2_110803	SAL2	D	0	8	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-03	SAL4_110803	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-03	SAL4_110803	SAL4	B	0	8	0	1	0	0	1	0	-9999	No remarks
2011-08-03	SAL4_110803	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-03	SAL4_110803	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-09	SAL1_110809	SAL1	A	0	7	0	0	0	0	0	0	-9999	Leaf shoots
2011-08-09	SAL1_110809	SAL1	B	0	7	0	0	0	0	0	0	-9999	Few leaf shoots
2011-08-09	SAL1_110809	SAL1	C	0	7	0	0	0	0	0	0	-9999	Few leaf shoots
2011-08-09	SAL1_110809	SAL1	D	0	7	0	0	0	0	0	0	-9999	Few leaf shoots
2011-08-09	SAL3_110809	SAL3	B	0	7	0	0	0	0	0	0	-9999	Many new leaves
2011-08-09	SAL3_110809	SAL3	C	0	7	0	0	0	0	0	0	-9999	Many new leaves
2011-08-09	SAL3_110809	SAL3	D	0	7	0	0	0	0	0	0	-9999	Many new leaves
2011-08-09	SAL4_110809	SAL4	A	0	6	0	0	0	0	0	0	-9999	Generally very green plot
2011-08-09	SAL2_110809	SAL2	A	0	6	0	0	0	0	0	0	-9999	No remarks
2011-08-09	SAL2_110809	SAL2	B	0	6	0	0	0	0	0	0	-9999	Few leaf shoots
2011-08-09	SAL2_110809	SAL2	C	0	6	0	0	0	0	0	0	-9999	No remarks
2011-08-09	SAL2_110809	SAL2	D	0	6	0	0	0	0	0	0	-9999	Few leaf shoots
2011-08-09	SAL3_110809	SAL3	A	0	7	0	0	0	0	0	0	-9999	Many new leaves
2011-08-09	SAL4_110809	SAL4	B	0	6	0	1	0	0	1	0	-9999	Generally very green plot
2011-08-09	SAL4_110809	SAL4	C	0	6	0	0	0	0	0	0	-9999	Generally very green plot
2011-08-09	SAL4_110809	SAL4	D	0	6	0	0	0	0	0	0	-9999	Generally very green plot
2011-08-15	SAL1_110815	SAL1	B	0	8	0	0	0	0	0	0	-9999	Many leaves
2011-08-15	SAL1_110815	SAL1	C	0	8	0	0	0	0	0	0	-9999	Many leaves
2011-08-15	SAL1_110815	SAL1	D	0	8	0	0	0	0	0	0	-9999	Many leaves
2011-08-15	SAL2_110815	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-15	SAL3_110815	SAL3	B	0	8	0	0	0	0	0	0	-9999	Many leaves
2011-08-15	SAL3_110815	SAL3	C	0	8	0	0	0	0	0	0	-9999	Many leaves
2011-08-15	SAL3_110815	SAL3	D	0	8	0	0	0	0	0	0	-9999	Many leaves
2011-08-15	SAL4_110815	SAL4	A	0	2	0	0	0	0	0	0	-9999	No remarks
2011-08-15	SAL4_110815	SAL4	B	0	2	0	1	0	0	1	0	-9999	No remarks
2011-08-15	SAL1_110815	SAL1	A	0	8	0	0	0	0	0	0	-9999	Many leaves
2011-08-15	SAL2_110815	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2011-08-15	SAL2_110815	SAL2	C	0	8	0	0	0	0	0	0	-9999	Few leaves
2011-08-15	SAL2_110815	SAL2	D	0	8	0	0	0	0	0	0	-9999	Few leaves
2011-08-15	SAL3_110815	SAL3	A	0	8	0	0	0	0	0	0	-9999	Many leaves
2011-08-15	SAL4_110815	SAL4	C	0	2	0	0	0	0	0	0	-9999	No remarks
2011-08-15	SAL4_110815	SAL4	D	0	2	0	0	0	0	0	0	-9999	No remarks
2011-08-23	SAL1_110823	SAL1	C	0	4	0	0	0	0	0	0	-9999	Green leaves and buds
2011-08-23	SAL1_110823	SAL1	D	0	4	0	0	0	0	0	0	-9999	Green leaves and buds
2011-08-23	SAL2_110823	SAL2	A	0	3	0	0	0	0	0	0	-9999	Few leaf shoots and buds
